"","Cambodia","Viet Nam","India","China","China","China","China","China","Brazil","Myanmar","Thailand","United States","Viet Nam","Malaysia","Angola","India","Myanmar","French Polynesia","India","Philippines","Thailand","South Korea","Viet Nam","Japan","India","Argentina","Viet Nam","Viet Nam","Cambodia","Brazil","Burkina Faso","India","Puerto Rico","India","Peru","Philippines","Philippines","Philippines","India","Cuba","China","India","India","Cambodia","China","India","India","India","Puerto Rico","Thailand","Singapore","Viet Nam","Malaysia","Puerto Rico","Nigeria","Senegal","Senegal","Malaysia","Thailand","Viet Nam","Indonesia","Puerto Rico","Nicaragua","India","China","Philippines","Indonesia","Pakistan","India","Indonesia","Puerto Rico","Sri Lanka","China","Puerto Rico","Brazil","Singapore","Pakistan","China","Malaysia","Haiti","Colombia","India","India"
"India",2911710.18456438,3193812.48550172,0,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,14786726.7764834,1768919.4738407,2385678.58265188,13595100.2147985,3193812.48550172,3081285.36852024,7552972.16309478,0,1768919.4738407,14952230.4681685,0,4630752.91322594,2385678.58265188,5023111.01108752,3193812.48550172,5967874.80650014,0,15931070.2557653,3193812.48550172,3193812.48550172,2911710.18456438,14786726.7764834,8571812.3147628,0,14311254.6306172,0,16965035.3809337,4630752.91322594,4630752.91322594,4630752.91322594,0,14709852.471536,2984384.40855957,0,0,2911710.18456438,2984384.40855957,0,0,0,14311254.6306172,2385678.58265188,3439525.40055758,3193812.48550172,3081285.36852024,14311254.6306172,7620212.40674334,9803928.84972312,9803928.84972312,3081285.36852024,2385678.58265188,3193812.48550172,4482530.89460117,14311254.6306172,15923276.7137448,0,2984384.40855957,4630752.91322594,4482530.89460117,1450947.26708013,0,4482530.89460117,14311254.6306172,1420889.14335729,2984384.40855957,14311254.6306172,14786726.7764834,3439525.40055758,1450947.26708013,2984384.40855957,3081285.36852024,14630836.1409484,15985147.0415529,0,0
"Cambodia",0,392473.658799857,2911710.18456438,2581767.33447502,2581767.33447502,2581767.33447502,2581767.33447502,2581767.33447502,17529517.0715793,1411164.81127757,565541.070688045,14099407.1540629,392473.658799857,981835.409790536,9977061.54116329,2911710.18456438,1411164.81127757,12065502.886915,2911710.18456438,1822715.58799878,565541.070688045,3450291.50798422,392473.658799857,4233513.58513969,2911710.18456438,16929117.1812063,392473.658799857,392473.658799857,0,17529517.0715793,11471801.8199679,2911710.18456438,16477739.4297486,2911710.18456438,19630529.5044725,1822715.58799878,1822715.58799878,1822715.58799878,2911710.18456438,16221472.2222023,2581767.33447502,2911710.18456438,2911710.18456438,0,2581767.33447502,2911710.18456438,2911710.18456438,2911710.18456438,16477739.4297486,565541.070688045,1246868.50918216,392473.658799857,981835.409790536,16477739.4297486,10477369.1515053,12715006.8379423,12715006.8379423,981835.409790536,565541.070688045,392473.658799857,1776153.53436979,16477739.4297486,16978924.5763396,2911710.18456438,2581767.33447502,1822715.58799878,1776153.53436979,4161006.86724844,2911710.18456438,1776153.53436979,16477739.4297486,2702442.53513381,2581767.33447502,16477739.4297486,17529517.0715793,1246868.50918216,4161006.86724844,2581767.33447502,981835.409790536,16503243.5499039,18107258.0564356,2911710.18456438,2911710.18456438
"China",2581767.33447502,2449615.78546478,2984384.40855957,0,0,0,0,0,16638364.5797424,1740299.43451399,2237673.62037567,11671172.6808081,2449615.78546478,3512022.98974191,10406703.1299104,2984384.40855957,1740299.43451399,12601197.440978,2984384.40855957,3096480.44528784,2237673.62037567,2123179.55914044,2449615.78546478,3053706.42394554,2984384.40855957,18905378.043532,2449615.78546478,2449615.78546478,2581767.33447502,16638364.5797424,10601075.0027191,2984384.40855957,13940699.1682433,2984384.40855957,17048934.2718069,3096480.44528784,3096480.44528784,3096480.44528784,2984384.40855957,13649506.8608463,0,2984384.40855957,2984384.40855957,2581767.33447502,0,2984384.40855957,2984384.40855957,2984384.40855957,13940699.1682433,2237673.62037567,3820884.07491228,2449615.78546478,3512022.98974191,13940699.1682433,9919640.78481084,11498905.9790656,11498905.9790656,3512022.98974191,2237673.62037567,2449615.78546478,4181082.61944747,13940699.1682433,14521787.5436052,2984384.40855957,0,3096480.44528784,4181082.61944747,3291044.23363317,2984384.40855957,4181082.61944747,13940699.1682433,3909276.36991623,0,13940699.1682433,16638364.5797424,3820884.07491228,3291044.23363317,0,3512022.98974191,13924028.9404258,15525577.8509917,2984384.40855957,2984384.40855957
"India",2911710.18456438,3193812.48550172,0,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,14786726.7764834,1768919.4738407,2385678.58265188,13595100.2147985,3193812.48550172,3081285.36852024,7552972.16309478,0,1768919.4738407,14952230.4681685,0,4630752.91322594,2385678.58265188,5023111.01108752,3193812.48550172,5967874.80650014,0,15931070.2557653,3193812.48550172,3193812.48550172,2911710.18456438,14786726.7764834,8571812.3147628,0,14311254.6306172,0,16965035.3809337,4630752.91322594,4630752.91322594,4630752.91322594,0,14709852.471536,2984384.40855957,0,0,2911710.18456438,2984384.40855957,0,0,0,14311254.6306172,2385678.58265188,3439525.40055758,3193812.48550172,3081285.36852024,14311254.6306172,7620212.40674334,9803928.84972312,9803928.84972312,3081285.36852024,2385678.58265188,3193812.48550172,4482530.89460117,14311254.6306172,15923276.7137448,0,2984384.40855957,4630752.91322594,4482530.89460117,1450947.26708013,0,4482530.89460117,14311254.6306172,1420889.14335729,2984384.40855957,14311254.6306172,14786726.7764834,3439525.40055758,1450947.26708013,2984384.40855957,3081285.36852024,14630836.1409484,15985147.0415529,0,0
"India",2911710.18456438,3193812.48550172,0,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,14786726.7764834,1768919.4738407,2385678.58265188,13595100.2147985,3193812.48550172,3081285.36852024,7552972.16309478,0,1768919.4738407,14952230.4681685,0,4630752.91322594,2385678.58265188,5023111.01108752,3193812.48550172,5967874.80650014,0,15931070.2557653,3193812.48550172,3193812.48550172,2911710.18456438,14786726.7764834,8571812.3147628,0,14311254.6306172,0,16965035.3809337,4630752.91322594,4630752.91322594,4630752.91322594,0,14709852.471536,2984384.40855957,0,0,2911710.18456438,2984384.40855957,0,0,0,14311254.6306172,2385678.58265188,3439525.40055758,3193812.48550172,3081285.36852024,14311254.6306172,7620212.40674334,9803928.84972312,9803928.84972312,3081285.36852024,2385678.58265188,3193812.48550172,4482530.89460117,14311254.6306172,15923276.7137448,0,2984384.40855957,4630752.91322594,4482530.89460117,1450947.26708013,0,4482530.89460117,14311254.6306172,1420889.14335729,2984384.40855957,14311254.6306172,14786726.7764834,3439525.40055758,1450947.26708013,2984384.40855957,3081285.36852024,14630836.1409484,15985147.0415529,0,0
"India",2911710.18456438,3193812.48550172,0,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,2984384.40855957,14786726.7764834,1768919.4738407,2385678.58265188,13595100.2147985,3193812.48550172,3081285.36852024,7552972.16309478,0,1768919.4738407,14952230.4681685,0,4630752.91322594,2385678.58265188,5023111.01108752,3193812.48550172,5967874.80650014,0,15931070.2557653,3193812.48550172,3193812.48550172,2911710.18456438,14786726.7764834,8571812.3147628,0,14311254.6306172,0,16965035.3809337,4630752.91322594,4630752.91322594,4630752.91322594,0,14709852.471536,2984384.40855957,0,0,2911710.18456438,2984384.40855957,0,0,0,14311254.6306172,2385678.58265188,3439525.40055758,3193812.48550172,3081285.36852024,14311254.6306172,7620212.40674334,9803928.84972312,9803928.84972312,3081285.36852024,2385678.58265188,3193812.48550172,4482530.89460117,14311254.6306172,15923276.7137448,0,2984384.40855957,4630752.91322594,4482530.89460117,1450947.26708013,0,4482530.89460117,14311254.6306172,1420889.14335729,2984384.40855957,14311254.6306172,14786726.7764834,3439525.40055758,1450947.26708013,2984384.40855957,3081285.36852024,14630836.1409484,15985147.0415529,0,0
"Puerto Rico",16477739.4297486,16390313.1193269,14311254.6306172,13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,3934055.18065764,15178847.8835713,15998699.8293839,3529021.47783819,16390313.1193269,17230129.8093156,9826580.89718491,14311254.6306172,15178847.8835713,9893261.02423755,14311254.6306172,16445714.4524601,15998699.8293839,13826667.9360771,16390313.1193269,13441324.436157,14311254.6306172,6276806.31467758,16390313.1193269,16390313.1193269,16477739.4297486,3934055.18065764,6984404.39942985,14311254.6306172,0,14311254.6306172,3169909.6526439,16445714.4524601,16445714.4524601,16445714.4524601,14311254.6306172,1227279.49734983,13940699.1682433,14311254.6306172,14311254.6306172,16477739.4297486,13940699.1682433,14311254.6306172,14311254.6306172,14311254.6306172,0,15998699.8293839,17603616.2981798,16390313.1193269,17230129.8093156,0,8156740.22137875,5567974.65350361,5567974.65350361,17230129.8093156,15998699.8293839,16390313.1193269,18074996.3639629,0,2081729.87476284,14311254.6306172,13940699.1682433,16445714.4524601,18074996.3639629,12862586.2981642,14311254.6306172,18074996.3639629,0,15420670.7948377,13940699.1682433,0,3934055.18065764,17603616.2981798,12862586.2981642,13940699.1682433,17230129.8093156,606757.534353059,1727378.75175299,14311254.6306172,14311254.6306172
"Thailand",565541.070688045,808761.542839056,2385678.58265188,2237673.62037567,2237673.62037567,2237673.62037567,2237673.62037567,2237673.62037567,17119391.8635444,853889.958536906,0,13888034.5071084,808761.542839056,1294161.10818198,9630790.97615651,2385678.58265188,853889.958536906,12571354.6362494,2385678.58265188,2264646.59055604,0,3460625.93728308,808761.542839056,4316476.31388094,2385678.58265188,17093092.9271796,808761.542839056,808761.542839056,565541.070688045,17119391.8635444,10957373.0026455,2385678.58265188,15998699.8293839,2385678.58265188,19154853.4735549,2264646.59055604,2264646.59055604,2264646.59055604,2385678.58265188,15865691.1898124,2237673.62037567,2385678.58265188,2385678.58265188,565541.070688045,2237673.62037567,2385678.58265188,2385678.58265188,2385678.58265188,15998699.8293839,0,1635466.02050583,808761.542839056,1294161.10818198,15998699.8293839,9989482.17528801,12176912.6213835,12176912.6213835,1294161.10818198,0,808761.542839056,2327159.86389195,15998699.8293839,16754779.6535037,2385678.58265188,2237673.62037567,2264646.59055604,2327159.86389195,3599889.20578994,2385678.58265188,2327159.86389195,15998699.8293839,2371775.81427662,2237673.62037567,15998699.8293839,17119391.8635444,1635466.02050583,3599889.20578994,2237673.62037567,1294161.10818198,16081590.9612212,17686042.531104,2385678.58265188,2385678.58265188
"Singapore",1246868.50918216,1488493.87190405,3439525.40055758,3820884.07491228,3820884.07491228,3820884.07491228,3820884.07491228,3820884.07491228,17003859.3673993,2429431.14579191,1635466.02050583,15299459.5912373,1488493.87190405,376743.395065706,9604503.0856351,3439525.40055758,2429431.14579191,11840914.6280812,3439525.40055758,2354725.54235322,1635466.02050583,4555167.66210567,1488493.87190405,5241132.89300136,3439525.40055758,15706492.8646045,1488493.87190405,1488493.87190405,1246868.50918216,17003859.3673993,11657395.136309,3439525.40055758,17603616.2981798,3439525.40055758,19128293.9596228,2354725.54235322,2354725.54235322,2354725.54235322,3439525.40055758,17467737.2957234,3820884.07491228,3439525.40055758,3439525.40055758,1246868.50918216,3820884.07491228,3439525.40055758,3439525.40055758,3439525.40055758,17603616.2981798,1635466.02050583,0,1488493.87190405,376743.395065706,17603616.2981798,10560087.0835026,13013606.443617,13013606.443617,376743.395065706,1635466.02050583,1488493.87190405,1149074.39940594,17603616.2981798,18151285.2893443,3439525.40055758,3820884.07491228,2354725.54235322,1149074.39940594,4853285.95832968,3439525.40055758,1149074.39940594,17603616.2981798,2655701.14827619,3820884.07491228,17603616.2981798,17003859.3673993,0,4853285.95832968,3820884.07491228,376743.395065706,17717015.7032355,19319181.0201279,3439525.40055758,3439525.40055758
"Viet Nam",392473.658799857,0,3193812.48550172,2449615.78546478,2449615.78546478,2449615.78546478,2449615.78546478,2449615.78546478,17898568.2140711,1566920.24545396,808761.542839056,13814058.6039982,0,1290295.51368974,10358203.5345664,3193812.48550172,1566920.24545396,11762641.7234253,3193812.48550172,1466992.84953744,808761.542839056,3105824.642409,0,3863628.37870531,3193812.48550172,17191313.6191567,0,0,392473.658799857,17898568.2140711,11765619.8636894,3193812.48550172,16390313.1193269,3193812.48550172,19365997.7216168,1466992.84953744,1466992.84953744,1466992.84953744,3193812.48550172,16013884.5275178,2449615.78546478,3193812.48550172,3193812.48550172,392473.658799857,2449615.78546478,3193812.48550172,3193812.48550172,3193812.48550172,16390313.1193269,808761.542839056,1488493.87190405,0,1290295.51368974,16390313.1193269,10796289.9256091,12975750.5390111,12975750.5390111,1290295.51368974,808761.542839056,0,1756037.24266809,16390313.1193269,16682068.9601001,3193812.48550172,2449615.78546478,1466992.84953744,1756037.24266809,4372686.68744927,3193812.48550172,1756037.24266809,16390313.1193269,3080590.50962752,2449615.78546478,16390313.1193269,17898568.2140711,1488493.87190405,4372686.68744927,2449615.78546478,1290295.51368974,16350142.689186,17924771.8305642,3193812.48550172,3193812.48550172
"Malaysia",981835.409790536,1290295.51368974,3081285.36852024,3512022.98974191,3512022.98974191,3512022.98974191,3512022.98974191,3512022.98974191,16961599.9327095,2063921.86941227,1294161.10818198,15081199.1362854,1290295.51368974,0,9466097.07589236,3081285.36852024,2063921.86941227,12132031.172871,3081285.36852024,2378952.24182681,1294161.10818198,4395351.88575522,1290295.51368974,5131327.90565151,3081285.36852024,15947356.0237058,1290295.51368974,1290295.51368974,981835.409790536,16961599.9327095,11385269.9148737,3081285.36852024,17230129.8093156,3081285.36852024,19368817.6806123,2378952.24182681,2378952.24182681,2378952.24182681,3081285.36852024,17157385.0780914,3512022.98974191,3081285.36852024,3081285.36852024,981835.409790536,3512022.98974191,3081285.36852024,3081285.36852024,3081285.36852024,17230129.8093156,1294161.10818198,376743.395065706,1290295.51368974,0,17230129.8093156,10306802.3072395,12722881.4737965,12722881.4737965,0,1294161.10818198,1290295.51368974,1439186.02797653,17230129.8093156,17960108.2894426,3081285.36852024,3512022.98974191,2378952.24182681,1439186.02797653,4485638.66651291,3081285.36852024,1439186.02797653,17230129.8093156,2381524.11545063,3512022.98974191,17230129.8093156,16961599.9327095,376743.395065706,4485638.66651291,3512022.98974191,0,17365640.4602612,18953059.9431597,3081285.36852024,3081285.36852024
"Puerto Rico",16477739.4297486,16390313.1193269,14311254.6306172,13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,3934055.18065764,15178847.8835713,15998699.8293839,3529021.47783819,16390313.1193269,17230129.8093156,9826580.89718491,14311254.6306172,15178847.8835713,9893261.02423755,14311254.6306172,16445714.4524601,15998699.8293839,13826667.9360771,16390313.1193269,13441324.436157,14311254.6306172,6276806.31467758,16390313.1193269,16390313.1193269,16477739.4297486,3934055.18065764,6984404.39942985,14311254.6306172,0,14311254.6306172,3169909.6526439,16445714.4524601,16445714.4524601,16445714.4524601,14311254.6306172,1227279.49734983,13940699.1682433,14311254.6306172,14311254.6306172,16477739.4297486,13940699.1682433,14311254.6306172,14311254.6306172,14311254.6306172,0,15998699.8293839,17603616.2981798,16390313.1193269,17230129.8093156,0,8156740.22137875,5567974.65350361,5567974.65350361,17230129.8093156,15998699.8293839,16390313.1193269,18074996.3639629,0,2081729.87476284,14311254.6306172,13940699.1682433,16445714.4524601,18074996.3639629,12862586.2981642,14311254.6306172,18074996.3639629,0,15420670.7948377,13940699.1682433,0,3934055.18065764,17603616.2981798,12862586.2981642,13940699.1682433,17230129.8093156,606757.534353059,1727378.75175299,14311254.6306172,14311254.6306172
"Nigeria",10477369.1515053,10796289.9256091,7620212.40674334,9919640.78481084,9919640.78481084,9919640.78481084,9919640.78481084,9919640.78481084,7170553.38894839,9365463.99895989,9989482.17528801,10661131.4230789,10796289.9256091,10306802.3072395,2463584.01726045,7620212.40674334,9365463.99895989,17476700.4732509,7620212.40674334,12249148.114004,9989482.17528801,11937984.2413213,10796289.9256091,12744559.1080837,7620212.40674334,9125604.00993791,10796289.9256091,10796289.9256091,10477369.1515053,7170553.38894839,1172980.27171287,7620212.40674334,8156740.22137875,7620212.40674334,9493054.44783146,12249148.114004,12249148.114004,12249148.114004,7620212.40674334,9286512.84575604,9919640.78481084,7620212.40674334,7620212.40674334,10477369.1515053,9919640.78481084,7620212.40674334,7620212.40674334,7620212.40674334,8156740.22137875,9989482.17528801,10560087.0835026,10796289.9256091,10306802.3072395,8156740.22137875,0,2589069.67362309,2589069.67362309,10306802.3072395,9989482.17528801,10796289.9256091,11707927.0406778,8156740.22137875,10211373.6780992,7620212.40674334,9919640.78481084,12249148.114004,11707927.0406778,6698104.55157321,7620212.40674334,11707927.0406778,8156740.22137875,7926121.98870065,9919640.78481084,8156740.22137875,7170553.38894839,10560087.0835026,6698104.55157321,9919640.78481084,10306802.3072395,8748092.52072433,9168151.32504739,7620212.40674334,7620212.40674334
"Senegal",12715006.8379423,12975750.5390111,9803928.84972312,11498905.9790656,11498905.9790656,11498905.9790656,11498905.9790656,11498905.9790656,5208887.91684853,11434706.2169034,12176912.6213835,8287267.07857786,12975750.5390111,12722881.4737965,4560600.44288294,9803928.84972312,11434706.2169034,15213090.4276627,9803928.84972312,14330794.2290945,12176912.6213835,13163111.6957809,12975750.5390111,13706616.1781752,9803928.84972312,7778885.65823738,12975750.5390111,12975750.5390111,12715006.8379423,5208887.91684853,1418294.62646675,9803928.84972312,5567974.65350361,9803928.84972312,7179639.66943393,14330794.2290945,14330794.2290945,14330794.2290945,9803928.84972312,6709333.14735375,11498905.9790656,9803928.84972312,9803928.84972312,12715006.8379423,11498905.9790656,9803928.84972312,9803928.84972312,9803928.84972312,5567974.65350361,12176912.6213835,13013606.443617,12975750.5390111,12722881.4737965,5567974.65350361,2589069.67362309,0,0,12722881.4737965,12176912.6213835,12975750.5390111,14157402.8777515,5567974.65350361,7624400.65292166,9803928.84972312,11498905.9790656,14330794.2290945,14157402.8777515,8626767.03161813,9803928.84972312,14157402.8777515,5567974.65350361,10358015.0933191,11498905.9790656,5567974.65350361,5208887.91684853,13013606.443617,8626767.03161813,11498905.9790656,12722881.4737965,6160956.27989075,6643597.33745156,9803928.84972312,9803928.84972312
"Senegal",12715006.8379423,12975750.5390111,9803928.84972312,11498905.9790656,11498905.9790656,11498905.9790656,11498905.9790656,11498905.9790656,5208887.91684853,11434706.2169034,12176912.6213835,8287267.07857786,12975750.5390111,12722881.4737965,4560600.44288294,9803928.84972312,11434706.2169034,15213090.4276627,9803928.84972312,14330794.2290945,12176912.6213835,13163111.6957809,12975750.5390111,13706616.1781752,9803928.84972312,7778885.65823738,12975750.5390111,12975750.5390111,12715006.8379423,5208887.91684853,1418294.62646675,9803928.84972312,5567974.65350361,9803928.84972312,7179639.66943393,14330794.2290945,14330794.2290945,14330794.2290945,9803928.84972312,6709333.14735375,11498905.9790656,9803928.84972312,9803928.84972312,12715006.8379423,11498905.9790656,9803928.84972312,9803928.84972312,9803928.84972312,5567974.65350361,12176912.6213835,13013606.443617,12975750.5390111,12722881.4737965,5567974.65350361,2589069.67362309,0,0,12722881.4737965,12176912.6213835,12975750.5390111,14157402.8777515,5567974.65350361,7624400.65292166,9803928.84972312,11498905.9790656,14330794.2290945,14157402.8777515,8626767.03161813,9803928.84972312,14157402.8777515,5567974.65350361,10358015.0933191,11498905.9790656,5567974.65350361,5208887.91684853,13013606.443617,8626767.03161813,11498905.9790656,12722881.4737965,6160956.27989075,6643597.33745156,9803928.84972312,9803928.84972312
"Malaysia",981835.409790536,1290295.51368974,3081285.36852024,3512022.98974191,3512022.98974191,3512022.98974191,3512022.98974191,3512022.98974191,16961599.9327095,2063921.86941227,1294161.10818198,15081199.1362854,1290295.51368974,0,9466097.07589236,3081285.36852024,2063921.86941227,12132031.172871,3081285.36852024,2378952.24182681,1294161.10818198,4395351.88575522,1290295.51368974,5131327.90565151,3081285.36852024,15947356.0237058,1290295.51368974,1290295.51368974,981835.409790536,16961599.9327095,11385269.9148737,3081285.36852024,17230129.8093156,3081285.36852024,19368817.6806123,2378952.24182681,2378952.24182681,2378952.24182681,3081285.36852024,17157385.0780914,3512022.98974191,3081285.36852024,3081285.36852024,981835.409790536,3512022.98974191,3081285.36852024,3081285.36852024,3081285.36852024,17230129.8093156,1294161.10818198,376743.395065706,1290295.51368974,0,17230129.8093156,10306802.3072395,12722881.4737965,12722881.4737965,0,1294161.10818198,1290295.51368974,1439186.02797653,17230129.8093156,17960108.2894426,3081285.36852024,3512022.98974191,2378952.24182681,1439186.02797653,4485638.66651291,3081285.36852024,1439186.02797653,17230129.8093156,2381524.11545063,3512022.98974191,17230129.8093156,16961599.9327095,376743.395065706,4485638.66651291,3512022.98974191,0,17365640.4602612,18953059.9431597,3081285.36852024,3081285.36852024
"Thailand",565541.070688045,808761.542839056,2385678.58265188,2237673.62037567,2237673.62037567,2237673.62037567,2237673.62037567,2237673.62037567,17119391.8635444,853889.958536906,0,13888034.5071084,808761.542839056,1294161.10818198,9630790.97615651,2385678.58265188,853889.958536906,12571354.6362494,2385678.58265188,2264646.59055604,0,3460625.93728308,808761.542839056,4316476.31388094,2385678.58265188,17093092.9271796,808761.542839056,808761.542839056,565541.070688045,17119391.8635444,10957373.0026455,2385678.58265188,15998699.8293839,2385678.58265188,19154853.4735549,2264646.59055604,2264646.59055604,2264646.59055604,2385678.58265188,15865691.1898124,2237673.62037567,2385678.58265188,2385678.58265188,565541.070688045,2237673.62037567,2385678.58265188,2385678.58265188,2385678.58265188,15998699.8293839,0,1635466.02050583,808761.542839056,1294161.10818198,15998699.8293839,9989482.17528801,12176912.6213835,12176912.6213835,1294161.10818198,0,808761.542839056,2327159.86389195,15998699.8293839,16754779.6535037,2385678.58265188,2237673.62037567,2264646.59055604,2327159.86389195,3599889.20578994,2385678.58265188,2327159.86389195,15998699.8293839,2371775.81427662,2237673.62037567,15998699.8293839,17119391.8635444,1635466.02050583,3599889.20578994,2237673.62037567,1294161.10818198,16081590.9612212,17686042.531104,2385678.58265188,2385678.58265188
"Viet Nam",392473.658799857,0,3193812.48550172,2449615.78546478,2449615.78546478,2449615.78546478,2449615.78546478,2449615.78546478,17898568.2140711,1566920.24545396,808761.542839056,13814058.6039982,0,1290295.51368974,10358203.5345664,3193812.48550172,1566920.24545396,11762641.7234253,3193812.48550172,1466992.84953744,808761.542839056,3105824.642409,0,3863628.37870531,3193812.48550172,17191313.6191567,0,0,392473.658799857,17898568.2140711,11765619.8636894,3193812.48550172,16390313.1193269,3193812.48550172,19365997.7216168,1466992.84953744,1466992.84953744,1466992.84953744,3193812.48550172,16013884.5275178,2449615.78546478,3193812.48550172,3193812.48550172,392473.658799857,2449615.78546478,3193812.48550172,3193812.48550172,3193812.48550172,16390313.1193269,808761.542839056,1488493.87190405,0,1290295.51368974,16390313.1193269,10796289.9256091,12975750.5390111,12975750.5390111,1290295.51368974,808761.542839056,0,1756037.24266809,16390313.1193269,16682068.9601001,3193812.48550172,2449615.78546478,1466992.84953744,1756037.24266809,4372686.68744927,3193812.48550172,1756037.24266809,16390313.1193269,3080590.50962752,2449615.78546478,16390313.1193269,17898568.2140711,1488493.87190405,4372686.68744927,2449615.78546478,1290295.51368974,16350142.689186,17924771.8305642,3193812.48550172,3193812.48550172
"Indonesia",1776153.53436979,1756037.24266809,4482530.89460117,4181082.61944747,4181082.61944747,4181082.61944747,4181082.61944747,4181082.61944747,17739901.6343586,3180908.85780889,2327159.86389195,14971883.8137294,1756037.24266809,1439186.02797653,10661460.7786859,4482530.89460117,3180908.85780889,10698225.2177448,4482530.89460117,1742756.92808498,2327159.86389195,4308952.81904508,1756037.24266809,4808240.14692869,4482530.89460117,15655730.4360147,1756037.24266809,1756037.24266809,1776153.53436979,17739901.6343586,12806210.5249079,4482530.89460117,18074996.3639629,4482530.89460117,18535316.1327649,1742756.92808498,1742756.92808498,1742756.92808498,4482530.89460117,17389391.5460123,4181082.61944747,4482530.89460117,4482530.89460117,1776153.53436979,4181082.61944747,4482530.89460117,4482530.89460117,4482530.89460117,18074996.3639629,2327159.86389195,1149074.39940594,1756037.24266809,1439186.02797653,18074996.3639629,11707927.0406778,14157402.8777515,14157402.8777515,1439186.02797653,2327159.86389195,1756037.24266809,0,18074996.3639629,17529987.2644398,4482530.89460117,4181082.61944747,1742756.92808498,0,5843370.49563807,4482530.89460117,0,18074996.3639629,3802077.15151979,4181082.61944747,18074996.3639629,17739901.6343586,1149074.39940594,5843370.49563807,4181082.61944747,1439186.02797653,17884849.3180449,19026415.0773402,4482530.89460117,4482530.89460117
"Puerto Rico",16477739.4297486,16390313.1193269,14311254.6306172,13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,3934055.18065764,15178847.8835713,15998699.8293839,3529021.47783819,16390313.1193269,17230129.8093156,9826580.89718491,14311254.6306172,15178847.8835713,9893261.02423755,14311254.6306172,16445714.4524601,15998699.8293839,13826667.9360771,16390313.1193269,13441324.436157,14311254.6306172,6276806.31467758,16390313.1193269,16390313.1193269,16477739.4297486,3934055.18065764,6984404.39942985,14311254.6306172,0,14311254.6306172,3169909.6526439,16445714.4524601,16445714.4524601,16445714.4524601,14311254.6306172,1227279.49734983,13940699.1682433,14311254.6306172,14311254.6306172,16477739.4297486,13940699.1682433,14311254.6306172,14311254.6306172,14311254.6306172,0,15998699.8293839,17603616.2981798,16390313.1193269,17230129.8093156,0,8156740.22137875,5567974.65350361,5567974.65350361,17230129.8093156,15998699.8293839,16390313.1193269,18074996.3639629,0,2081729.87476284,14311254.6306172,13940699.1682433,16445714.4524601,18074996.3639629,12862586.2981642,14311254.6306172,18074996.3639629,0,15420670.7948377,13940699.1682433,0,3934055.18065764,17603616.2981798,12862586.2981642,13940699.1682433,17230129.8093156,606757.534353059,1727378.75175299,14311254.6306172,14311254.6306172
"Nicaragua",16978924.5763396,16682068.9601001,15923276.7137448,14521787.5436052,14521787.5436052,14521787.5436052,14521787.5436052,14521787.5436052,4738225.98729955,16154523.4506355,16754779.6535037,2880796.79349306,16682068.9601001,17960108.2894426,11690918.3126323,15923276.7137448,16154523.4506355,7819817.42732266,15923276.7137448,15900838.9960553,16754779.6535037,13596356.5596563,16682068.9601001,12922728.1701472,15923276.7137448,6106005.55574343,16682068.9601001,16682068.9601001,16978924.5763396,4738225.98729955,9042683.73623466,15923276.7137448,2081729.87476284,15923276.7137448,2686856.47920312,15900838.9960553,15900838.9960553,15900838.9960553,15923276.7137448,1241062.84042628,14521787.5436052,15923276.7137448,15923276.7137448,16978924.5763396,14521787.5436052,15923276.7137448,15923276.7137448,15923276.7137448,2081729.87476284,16754779.6535037,18151285.2893443,16682068.9601001,17960108.2894426,2081729.87476284,10211373.6780992,7624400.65292166,7624400.65292166,17960108.2894426,16754779.6535037,16682068.9601001,17529987.2644398,2081729.87476284,0,15923276.7137448,14521787.5436052,15900838.9960553,17529987.2644398,14504573.1217775,15923276.7137448,17529987.2644398,2081729.87476284,17245633.1643959,14521787.5436052,2081729.87476284,4738225.98729955,18151285.2893443,14504573.1217775,14521787.5436052,17960108.2894426,1538884.86567699,1510009.58174734,15923276.7137448,15923276.7137448
