"","China","China","China","China","Russia","China","China","China","New Caledonia","Singapore","Singapore","Singapore","Viet Nam","Viet Nam","Pakistan","Philippines","Mexico","Philippines","China","France","South Korea","Viet Nam","Barbados","Thailand","Thailand","Brazil","Singapore","Singapore","Indonesia","Viet Nam","Taiwan","Puerto Rico","Saint Vincent and the Grenadines","Indonesia","French Polynesia","French Polynesia","Australia","Australia","Timor","Philippines","Viet Nam","Puerto Rico","Venezuela","Indonesia","Puerto Rico","Pakistan","Philippines","Myanmar","Thailand","Thailand","Thailand","Thailand","Viet Nam","Viet Nam","Philippines","Peru","Cote d'Ivoire","Paraguay","China","Ecuador","Saudi Arabia","Ghana","India","Sri Lanka","Mexico","Malaysia","Nigeria","Philippines","Australia","United States","India","India","India","India","China","Singapore","Guam","Puerto Rico","Malaysia","Cambodia","India","India","India","India","India","India","Brazil","Indonesia","China","China","China","Indonesia","India","India","Indonesia","Malaysia","Malaysia","Myanmar","Somalia","Somalia","Argentina","Puerto Rico","Cambodia","Brazil","India","Yemen","China","Thailand","Bangladesh","Samoa","Indonesia","Pakistan","Timor","Japan","Malaysia","Thailand","Thailand","Indonesia","India","Singapore","Thailand","Indonesia","Venezuela","Singapore","Singapore","Indonesia","Indonesia","Trinidad and Tobago","China","Indonesia"
"China",0,0,0,0,25.6869255257491,0,0,0,83.6368106827206,34.5116205180755,34.5116205180755,34.5116205180755,22.1821227184438,22.1821227184438,35.2794841430807,28.9340180635895,207.109424614188,28.9340180635895,0,102.507121843765,23.5715700741175,22.1821227184438,165.300197898713,20.2465670336262,20.2465670336262,163.961402564345,34.5116205180755,34.5116205180755,37.9194508232797,22.1821227184438,20.7130014333129,171.694209278479,167.056495080816,37.9194508232797,259.192549779393,259.192549779393,67.9159668052181,67.9159668052181,49.9616825428677,28.9340180635895,22.1821227184438,171.694209278479,173.303635707893,37.9194508232797,171.694209278479,35.2794841430807,28.9340180635895,16.1976344036915,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,22.1821227184438,22.1821227184438,28.9340180635895,184.786552455065,113.338114976065,173.114131597756,0,186.233139958325,60.317054488683,108.858653962067,29.492219402613,36.4969464857436,207.109424614188,31.7289095929743,99.2030421312236,28.9340180635895,67.9159668052181,199.912063217574,29.492219402613,29.492219402613,29.492219402613,29.492219402613,0,34.5116205180755,46.3763147911333,171.694209278479,31.7289095929743,23.3095614719093,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,163.961402564345,37.9194508232797,0,0,0,37.9194508232797,29.492219402613,29.492219402613,37.9194508232797,31.7289095929743,31.7289095929743,16.1976344036915,65.6245737483992,65.6245737483992,183.515873120043,171.694209278479,23.3095614719093,163.961402564345,29.492219402613,59.2672321170862,0,20.2465670336262,18.4334191789779,280.720353990293,37.9194508232797,35.2794841430807,49.9616825428677,34.0592558181565,31.7289095929743,20.2465670336262,20.2465670336262,37.9194508232797,29.492219402613,34.5116205180755,20.2465670336262,37.9194508232797,173.303635707893,34.5116205180755,34.5116205180755,37.9194508232797,37.9194508232797,167.32185554138,0,37.9194508232797
"China",0,0,0,0,25.6869255257491,0,0,0,83.6368106827206,34.5116205180755,34.5116205180755,34.5116205180755,22.1821227184438,22.1821227184438,35.2794841430807,28.9340180635895,207.109424614188,28.9340180635895,0,102.507121843765,23.5715700741175,22.1821227184438,165.300197898713,20.2465670336262,20.2465670336262,163.961402564345,34.5116205180755,34.5116205180755,37.9194508232797,22.1821227184438,20.7130014333129,171.694209278479,167.056495080816,37.9194508232797,259.192549779393,259.192549779393,67.9159668052181,67.9159668052181,49.9616825428677,28.9340180635895,22.1821227184438,171.694209278479,173.303635707893,37.9194508232797,171.694209278479,35.2794841430807,28.9340180635895,16.1976344036915,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,22.1821227184438,22.1821227184438,28.9340180635895,184.786552455065,113.338114976065,173.114131597756,0,186.233139958325,60.317054488683,108.858653962067,29.492219402613,36.4969464857436,207.109424614188,31.7289095929743,99.2030421312236,28.9340180635895,67.9159668052181,199.912063217574,29.492219402613,29.492219402613,29.492219402613,29.492219402613,0,34.5116205180755,46.3763147911333,171.694209278479,31.7289095929743,23.3095614719093,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,163.961402564345,37.9194508232797,0,0,0,37.9194508232797,29.492219402613,29.492219402613,37.9194508232797,31.7289095929743,31.7289095929743,16.1976344036915,65.6245737483992,65.6245737483992,183.515873120043,171.694209278479,23.3095614719093,163.961402564345,29.492219402613,59.2672321170862,0,20.2465670336262,18.4334191789779,280.720353990293,37.9194508232797,35.2794841430807,49.9616825428677,34.0592558181565,31.7289095929743,20.2465670336262,20.2465670336262,37.9194508232797,29.492219402613,34.5116205180755,20.2465670336262,37.9194508232797,173.303635707893,34.5116205180755,34.5116205180755,37.9194508232797,37.9194508232797,167.32185554138,0,37.9194508232797
"China",0,0,0,0,25.6869255257491,0,0,0,83.6368106827206,34.5116205180755,34.5116205180755,34.5116205180755,22.1821227184438,22.1821227184438,35.2794841430807,28.9340180635895,207.109424614188,28.9340180635895,0,102.507121843765,23.5715700741175,22.1821227184438,165.300197898713,20.2465670336262,20.2465670336262,163.961402564345,34.5116205180755,34.5116205180755,37.9194508232797,22.1821227184438,20.7130014333129,171.694209278479,167.056495080816,37.9194508232797,259.192549779393,259.192549779393,67.9159668052181,67.9159668052181,49.9616825428677,28.9340180635895,22.1821227184438,171.694209278479,173.303635707893,37.9194508232797,171.694209278479,35.2794841430807,28.9340180635895,16.1976344036915,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,22.1821227184438,22.1821227184438,28.9340180635895,184.786552455065,113.338114976065,173.114131597756,0,186.233139958325,60.317054488683,108.858653962067,29.492219402613,36.4969464857436,207.109424614188,31.7289095929743,99.2030421312236,28.9340180635895,67.9159668052181,199.912063217574,29.492219402613,29.492219402613,29.492219402613,29.492219402613,0,34.5116205180755,46.3763147911333,171.694209278479,31.7289095929743,23.3095614719093,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,163.961402564345,37.9194508232797,0,0,0,37.9194508232797,29.492219402613,29.492219402613,37.9194508232797,31.7289095929743,31.7289095929743,16.1976344036915,65.6245737483992,65.6245737483992,183.515873120043,171.694209278479,23.3095614719093,163.961402564345,29.492219402613,59.2672321170862,0,20.2465670336262,18.4334191789779,280.720353990293,37.9194508232797,35.2794841430807,49.9616825428677,34.0592558181565,31.7289095929743,20.2465670336262,20.2465670336262,37.9194508232797,29.492219402613,34.5116205180755,20.2465670336262,37.9194508232797,173.303635707893,34.5116205180755,34.5116205180755,37.9194508232797,37.9194508232797,167.32185554138,0,37.9194508232797
"China",0,0,0,0,25.6869255257491,0,0,0,83.6368106827206,34.5116205180755,34.5116205180755,34.5116205180755,22.1821227184438,22.1821227184438,35.2794841430807,28.9340180635895,207.109424614188,28.9340180635895,0,102.507121843765,23.5715700741175,22.1821227184438,165.300197898713,20.2465670336262,20.2465670336262,163.961402564345,34.5116205180755,34.5116205180755,37.9194508232797,22.1821227184438,20.7130014333129,171.694209278479,167.056495080816,37.9194508232797,259.192549779393,259.192549779393,67.9159668052181,67.9159668052181,49.9616825428677,28.9340180635895,22.1821227184438,171.694209278479,173.303635707893,37.9194508232797,171.694209278479,35.2794841430807,28.9340180635895,16.1976344036915,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,22.1821227184438,22.1821227184438,28.9340180635895,184.786552455065,113.338114976065,173.114131597756,0,186.233139958325,60.317054488683,108.858653962067,29.492219402613,36.4969464857436,207.109424614188,31.7289095929743,99.2030421312236,28.9340180635895,67.9159668052181,199.912063217574,29.492219402613,29.492219402613,29.492219402613,29.492219402613,0,34.5116205180755,46.3763147911333,171.694209278479,31.7289095929743,23.3095614719093,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,163.961402564345,37.9194508232797,0,0,0,37.9194508232797,29.492219402613,29.492219402613,37.9194508232797,31.7289095929743,31.7289095929743,16.1976344036915,65.6245737483992,65.6245737483992,183.515873120043,171.694209278479,23.3095614719093,163.961402564345,29.492219402613,59.2672321170862,0,20.2465670336262,18.4334191789779,280.720353990293,37.9194508232797,35.2794841430807,49.9616825428677,34.0592558181565,31.7289095929743,20.2465670336262,20.2465670336262,37.9194508232797,29.492219402613,34.5116205180755,20.2465670336262,37.9194508232797,173.303635707893,34.5116205180755,34.5116205180755,37.9194508232797,37.9194508232797,167.32185554138,0,37.9194508232797
"Russia",25.6869255257491,25.6869255257491,25.6869255257491,25.6869255257491,0,25.6869255257491,25.6869255257491,25.6869255257491,102.129481570451,60.1905936177716,60.1905936177716,60.1905936177716,47.5577936035183,47.5577936035183,47.5851195361357,51.3521417946091,211.296455328131,51.3521417946091,25.6869255257491,104.23349492765,34.0604253426695,47.5577936035183,171.800071786636,45.8584980505327,45.8584980505327,174.542588097637,60.1905936177716,60.1905936177716,62.9042901184114,47.5577936035183,40.9327012430658,177.278980019043,173.532869699361,62.9042901184114,266.755253213102,266.755253213102,91.3440156443697,91.3440156443697,73.8751830928818,51.3521417946091,47.5577936035183,177.278980019043,180.523035125382,62.9042901184114,177.278980019043,47.5851195361357,51.3521417946091,40.6993689907847,45.8584980505327,45.8584980505327,45.8584980505327,45.8584980505327,47.5577936035183,47.5577936035183,51.3521417946091,193.702826302842,123.310616393348,184.492529821229,25.6869255257491,194.131221174046,71.0312103800679,119.076265537754,48.6818630107112,58.9998158968451,211.296455328131,57.4109383714704,109.955111527148,51.3521417946091,91.3440156443697,202.511066887579,48.6818630107112,48.6818630107112,48.6818630107112,48.6818630107112,25.6869255257491,60.1905936177716,62.2087757498656,177.278980019043,57.4109383714704,48.9594283315932,48.6818630107112,48.6818630107112,48.6818630107112,48.6818630107112,48.6818630107112,48.6818630107112,174.542588097637,62.9042901184114,25.6869255257491,25.6869255257491,25.6869255257491,62.9042901184114,48.6818630107112,48.6818630107112,62.9042901184114,57.4109383714704,57.4109383714704,40.6993689907847,81.6875720470557,81.6875720470557,196.283478216366,177.278980019043,48.9594283315932,174.542588097637,48.6818630107112,73.0743995601299,25.6869255257491,45.8584980505327,40.6898672119839,287.456554118938,62.9042901184114,47.5851195361357,73.8751830928818,41.5417934320946,57.4109383714704,45.8584980505327,45.8584980505327,62.9042901184114,48.6818630107112,60.1905936177716,45.8584980505327,62.9042901184114,180.523035125382,60.1905936177716,60.1905936177716,62.9042901184114,62.9042901184114,174.126115840778,25.6869255257491,62.9042901184114
"China",0,0,0,0,25.6869255257491,0,0,0,83.6368106827206,34.5116205180755,34.5116205180755,34.5116205180755,22.1821227184438,22.1821227184438,35.2794841430807,28.9340180635895,207.109424614188,28.9340180635895,0,102.507121843765,23.5715700741175,22.1821227184438,165.300197898713,20.2465670336262,20.2465670336262,163.961402564345,34.5116205180755,34.5116205180755,37.9194508232797,22.1821227184438,20.7130014333129,171.694209278479,167.056495080816,37.9194508232797,259.192549779393,259.192549779393,67.9159668052181,67.9159668052181,49.9616825428677,28.9340180635895,22.1821227184438,171.694209278479,173.303635707893,37.9194508232797,171.694209278479,35.2794841430807,28.9340180635895,16.1976344036915,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,22.1821227184438,22.1821227184438,28.9340180635895,184.786552455065,113.338114976065,173.114131597756,0,186.233139958325,60.317054488683,108.858653962067,29.492219402613,36.4969464857436,207.109424614188,31.7289095929743,99.2030421312236,28.9340180635895,67.9159668052181,199.912063217574,29.492219402613,29.492219402613,29.492219402613,29.492219402613,0,34.5116205180755,46.3763147911333,171.694209278479,31.7289095929743,23.3095614719093,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,163.961402564345,37.9194508232797,0,0,0,37.9194508232797,29.492219402613,29.492219402613,37.9194508232797,31.7289095929743,31.7289095929743,16.1976344036915,65.6245737483992,65.6245737483992,183.515873120043,171.694209278479,23.3095614719093,163.961402564345,29.492219402613,59.2672321170862,0,20.2465670336262,18.4334191789779,280.720353990293,37.9194508232797,35.2794841430807,49.9616825428677,34.0592558181565,31.7289095929743,20.2465670336262,20.2465670336262,37.9194508232797,29.492219402613,34.5116205180755,20.2465670336262,37.9194508232797,173.303635707893,34.5116205180755,34.5116205180755,37.9194508232797,37.9194508232797,167.32185554138,0,37.9194508232797
"China",0,0,0,0,25.6869255257491,0,0,0,83.6368106827206,34.5116205180755,34.5116205180755,34.5116205180755,22.1821227184438,22.1821227184438,35.2794841430807,28.9340180635895,207.109424614188,28.9340180635895,0,102.507121843765,23.5715700741175,22.1821227184438,165.300197898713,20.2465670336262,20.2465670336262,163.961402564345,34.5116205180755,34.5116205180755,37.9194508232797,22.1821227184438,20.7130014333129,171.694209278479,167.056495080816,37.9194508232797,259.192549779393,259.192549779393,67.9159668052181,67.9159668052181,49.9616825428677,28.9340180635895,22.1821227184438,171.694209278479,173.303635707893,37.9194508232797,171.694209278479,35.2794841430807,28.9340180635895,16.1976344036915,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,22.1821227184438,22.1821227184438,28.9340180635895,184.786552455065,113.338114976065,173.114131597756,0,186.233139958325,60.317054488683,108.858653962067,29.492219402613,36.4969464857436,207.109424614188,31.7289095929743,99.2030421312236,28.9340180635895,67.9159668052181,199.912063217574,29.492219402613,29.492219402613,29.492219402613,29.492219402613,0,34.5116205180755,46.3763147911333,171.694209278479,31.7289095929743,23.3095614719093,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,163.961402564345,37.9194508232797,0,0,0,37.9194508232797,29.492219402613,29.492219402613,37.9194508232797,31.7289095929743,31.7289095929743,16.1976344036915,65.6245737483992,65.6245737483992,183.515873120043,171.694209278479,23.3095614719093,163.961402564345,29.492219402613,59.2672321170862,0,20.2465670336262,18.4334191789779,280.720353990293,37.9194508232797,35.2794841430807,49.9616825428677,34.0592558181565,31.7289095929743,20.2465670336262,20.2465670336262,37.9194508232797,29.492219402613,34.5116205180755,20.2465670336262,37.9194508232797,173.303635707893,34.5116205180755,34.5116205180755,37.9194508232797,37.9194508232797,167.32185554138,0,37.9194508232797
"China",0,0,0,0,25.6869255257491,0,0,0,83.6368106827206,34.5116205180755,34.5116205180755,34.5116205180755,22.1821227184438,22.1821227184438,35.2794841430807,28.9340180635895,207.109424614188,28.9340180635895,0,102.507121843765,23.5715700741175,22.1821227184438,165.300197898713,20.2465670336262,20.2465670336262,163.961402564345,34.5116205180755,34.5116205180755,37.9194508232797,22.1821227184438,20.7130014333129,171.694209278479,167.056495080816,37.9194508232797,259.192549779393,259.192549779393,67.9159668052181,67.9159668052181,49.9616825428677,28.9340180635895,22.1821227184438,171.694209278479,173.303635707893,37.9194508232797,171.694209278479,35.2794841430807,28.9340180635895,16.1976344036915,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,22.1821227184438,22.1821227184438,28.9340180635895,184.786552455065,113.338114976065,173.114131597756,0,186.233139958325,60.317054488683,108.858653962067,29.492219402613,36.4969464857436,207.109424614188,31.7289095929743,99.2030421312236,28.9340180635895,67.9159668052181,199.912063217574,29.492219402613,29.492219402613,29.492219402613,29.492219402613,0,34.5116205180755,46.3763147911333,171.694209278479,31.7289095929743,23.3095614719093,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,163.961402564345,37.9194508232797,0,0,0,37.9194508232797,29.492219402613,29.492219402613,37.9194508232797,31.7289095929743,31.7289095929743,16.1976344036915,65.6245737483992,65.6245737483992,183.515873120043,171.694209278479,23.3095614719093,163.961402564345,29.492219402613,59.2672321170862,0,20.2465670336262,18.4334191789779,280.720353990293,37.9194508232797,35.2794841430807,49.9616825428677,34.0592558181565,31.7289095929743,20.2465670336262,20.2465670336262,37.9194508232797,29.492219402613,34.5116205180755,20.2465670336262,37.9194508232797,173.303635707893,34.5116205180755,34.5116205180755,37.9194508232797,37.9194508232797,167.32185554138,0,37.9194508232797
"New Caledonia",83.6368106827206,83.6368106827206,83.6368106827206,83.6368106827206,102.129481570451,83.6368106827206,83.6368106827206,83.6368106827206,0,65.683826560463,65.683826560463,65.683826560463,67.1591967085841,67.1591967085841,109.078303632305,55.3503291857357,271.844251654192,55.3503291857357,83.6368106827206,176.656901200562,68.266519421648,67.1591967085841,227.728502159933,74.3559496025071,74.3559496025071,217.645529525934,65.683826560463,65.683826560463,55.4721982049758,67.1591967085841,63.1161103065529,235.481252737902,229.421968088291,55.4721982049758,315.041387718827,315.041387718827,32.1413810430337,32.1413810430337,42.7379431340318,55.3503291857357,67.1591967085841,235.481252737902,233.810333320166,55.4721982049758,235.481252737902,109.078303632305,55.3503291857357,81.7704174194635,74.3559496025071,74.3559496025071,74.3559496025071,74.3559496025071,67.1591967085841,67.1591967085841,55.3503291857357,240.918159899622,173.512468861559,224.0762500344,83.6368106827206,244.546371662998,128.5915542249,169.120288678502,96.0791350517393,89.5936475516814,271.844251654192,68.4185056908926,159.781757135868,55.3503291857357,32.1413810430337,267.68866952564,96.0791350517393,96.0791350517393,96.0791350517393,96.0791350517393,83.6368106827206,65.683826560463,40.1681325040087,235.481252737902,68.4185056908926,69.2523106981456,96.0791350517393,96.0791350517393,96.0791350517393,96.0791350517393,96.0791350517393,96.0791350517393,217.645529525934,55.4721982049758,83.6368106827206,83.6368106827206,83.6368106827206,55.4721982049758,96.0791350517393,96.0791350517393,55.4721982049758,68.4185056908926,68.4185056908926,81.7704174194635,122.228062503549,122.228062503549,229.902624956117,235.481252737902,69.2523106981456,217.645529525934,96.0791350517393,122.645475056297,83.6368106827206,74.3559496025071,87.4787444351994,337.798249664634,55.4721982049758,109.078303632305,42.7379431340318,63.3269476470528,68.4185056908926,74.3559496025071,74.3559496025071,55.4721982049758,96.0791350517393,65.683826560463,74.3559496025071,55.4721982049758,233.810333320166,65.683826560463,65.683826560463,55.4721982049758,55.4721982049758,229.030449714977,83.6368106827206,55.4721982049758
"Singapore",34.5116205180755,34.5116205180755,34.5116205180755,34.5116205180755,60.1905936177716,34.5116205180755,34.5116205180755,34.5116205180755,65.683826560463,0,0,0,13.4653869333135,13.4653869333135,45.0650048605683,21.3363317662574,207.572070466118,21.3363317662574,34.5116205180755,111.074805208065,42.0423302575591,13.4653869333135,163.791664011511,14.7906876169983,14.7906876169983,156.523156238938,0,0,10.3259640957755,13.4653869333135,28.1626417748685,171.242861790682,165.516316933882,10.3259640957755,253.940861856062,253.940861856062,40.0785414970825,40.0785414970825,23.3769720330059,21.3363317662574,13.4653869333135,171.242861790682,170.485019841824,10.3259640957755,171.242861790682,45.0650048605683,21.3363317662574,22.016450604902,14.7906876169983,14.7906876169983,14.7906876169983,14.7906876169983,13.4653869333135,13.4653869333135,21.3363317662574,179.145437427702,109.541829891671,164.147096982327,34.5116205180755,182.031078768067,62.9145578018805,105.050214808205,31.4341767926112,23.9527694542481,207.572070466118,3.40162467678329,95.4580468513343,21.3363317662574,40.0785414970825,202.707979640204,31.4341767926112,31.4341767926112,31.4341767926112,31.4341767926112,34.5116205180755,0,42.720977050904,171.242861790682,3.40162467678329,11.2745853006372,31.4341767926112,31.4341767926112,31.4341767926112,31.4341767926112,31.4341767926112,31.4341767926112,156.523156238938,10.3259640957755,34.5116205180755,34.5116205180755,34.5116205180755,10.3259640957755,31.4341767926112,31.4341767926112,10.3259640957755,3.40162467678329,3.40162467678329,22.016450604902,57.745391629573,57.745391629573,172.094428590081,171.242861790682,11.2745853006372,156.523156238938,31.4341767926112,57.097545049708,34.5116205180755,14.7906876169983,26.0772866805376,276.33793820504,10.3259640957755,45.0650048605683,23.3769720330059,48.9933781691855,3.40162467678329,14.7906876169983,14.7906876169983,10.3259640957755,31.4341767926112,0,14.7906876169983,10.3259640957755,170.485019841824,0,0,10.3259640957755,10.3259640957755,165.306394408291,34.5116205180755,10.3259640957755
