"","China","China","China","China","Russia","China","China","China","New Caledonia","Singapore","Singapore","Singapore","Viet Nam","Viet Nam","Pakistan","Philippines","Mexico","Philippines","China","France","South Korea","Viet Nam","Barbados","Thailand","Thailand","Brazil","Singapore","Singapore","Indonesia","Viet Nam","Taiwan","Puerto Rico","Saint Vincent and the Grenadines","Indonesia","French Polynesia","French Polynesia","Australia","Australia","Timor","Philippines","Viet Nam","Puerto Rico","Venezuela","Indonesia","Puerto Rico","Pakistan","Philippines","Myanmar","Thailand","Thailand","Thailand","Thailand","Viet Nam","Viet Nam","Philippines","Peru","Cote d'Ivoire","Paraguay","China","Ecuador","Saudi Arabia","Ghana","India","Sri Lanka","Mexico","Malaysia","Nigeria","Philippines","Australia","United States","India","India","India","India","China","Singapore","Guam","Puerto Rico","Malaysia","Cambodia","India","India","India","India","India","India","Brazil","Indonesia","China","China","China","Indonesia","India","India","Indonesia","Malaysia","Malaysia","Myanmar","Somalia","Somalia","Argentina","Puerto Rico","Cambodia","Brazil","India","Yemen","China","Thailand","Bangladesh","Samoa","Indonesia","Pakistan","Timor","Japan","Malaysia","Thailand","Thailand","Indonesia","India","Singapore","Thailand","Indonesia","Venezuela","Singapore","Singapore","Indonesia","Indonesia","Trinidad and Tobago","China","Indonesia"
"Puerto Rico",13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,11135393.3422599,13940699.1682433,13940699.1682433,13940699.1682433,14570066.4145952,17603616.2981798,17603616.2981798,17603616.2981798,16390313.1193269,16390313.1193269,12862586.2981642,16445714.4524601,3778560.50467048,16445714.4524601,13940699.1682433,6945699.06514097,13826667.9360771,16390313.1193269,937808.381551957,15998699.8293839,15998699.8293839,3934055.18065764,17603616.2981798,17603616.2981798,18074996.3639629,16390313.1193269,15295627.0729291,0,811721.448683826,18074996.3639629,9893261.02423755,9893261.02423755,17785677.9514595,17785677.9514595,18525276.5146469,16445714.4524601,16390313.1193269,0,1305092.78083009,18074996.3639629,0,12862586.2981642,16445714.4524601,15178847.8835713,15998699.8293839,15998699.8293839,15998699.8293839,15998699.8293839,16390313.1193269,16390313.1193269,16445714.4524601,3169909.6526439,6701582.49245484,4693265.06211357,13940699.1682433,2556029.81531919,11268394.9657542,7167250.99859501,14311254.6306172,15420670.7948377,3778560.50467048,17230129.8093156,8156740.22137875,16445714.4524601,17785677.9514595,3529021.47783819,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,13940699.1682433,17603616.2981798,15106937.9318928,0,17230129.8093156,16477739.4297486,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,3934055.18065764,18074996.3639629,13940699.1682433,13940699.1682433,13940699.1682433,18074996.3639629,14311254.6306172,14311254.6306172,18074996.3639629,17230129.8093156,17230129.8093156,15178847.8835713,12220584.5295442,12220584.5295442,6276806.31467758,0,16477739.4297486,3934055.18065764,14311254.6306172,11994271.5592413,13940699.1682433,15998699.8293839,14741833.5709382,12098282.0776362,18074996.3639629,12862586.2981642,18525276.5146469,13441324.436157,17230129.8093156,15998699.8293839,15998699.8293839,18074996.3639629,14311254.6306172,17603616.2981798,15998699.8293839,18074996.3639629,1305092.78083009,17603616.2981798,17603616.2981798,18074996.3639629,18074996.3639629,1014052.54629632,13940699.1682433,18074996.3639629
"Saint Vincent and the Grenadines",14388078.8935668,14388078.8935668,14388078.8935668,14388078.8935668,11660545.346819,14388078.8935668,14388078.8935668,14388078.8935668,14978201.4186674,17736195.6084318,17736195.6084318,17736195.6084318,16803559.4892181,16803559.4892181,12882943.2604643,17124109.9963161,4501432.43221574,17124109.9963161,14388078.8935668,6944258.46339233,14510243.543362,16803559.4892181,190548.392983152,16272377.769654,16272377.769654,3182393.75618542,17736195.6084318,17736195.6084318,18559591.5999483,16803559.4892181,15938879.7053405,811721.448683826,0,18559591.5999483,10253179.4483836,10253179.4483836,17935742.8675421,17935742.8675421,19324271.9057851,17124109.9963161,16803559.4892181,811721.448683826,929912.151657134,18559591.5999483,811721.448683826,12882943.2604643,17124109.9963161,15421979.023238,16272377.769654,16272377.769654,16272377.769654,16272377.769654,16803559.4892181,16803559.4892181,17124109.9963161,2883943.31356495,6125049.92765998,4041403.22040591,14388078.8935668,2483707.80947277,11046568.2529835,6607603.47448358,14302872.4743737,15241393.7689039,4501432.43221574,17366408.9708534,7635376.89512808,17124109.9963161,17935742.8675421,4340101.54904329,14302872.4743737,14302872.4743737,14302872.4743737,14302872.4743737,14388078.8935668,17736195.6084318,15918492.3291874,811721.448683826,17366408.9708534,16805114.2916959,14302872.4743737,14302872.4743737,14302872.4743737,14302872.4743737,14302872.4743737,14302872.4743737,3182393.75618542,18559591.5999483,14388078.8935668,14388078.8935668,14388078.8935668,18559591.5999483,14302872.4743737,14302872.4743737,18559591.5999483,17366408.9708534,17366408.9708534,15421979.023238,11772452.3698575,11772452.3698575,5694839.263705,811721.448683826,16805114.2916959,3182393.75618542,14302872.4743737,11683661.3308645,14388078.8935668,16272377.769654,14918301.678654,12568815.3449786,18559591.5999483,12882943.2604643,19324271.9057851,14188719.751433,17366408.9708534,16272377.769654,16272377.769654,18559591.5999483,14302872.4743737,17736195.6084318,16272377.769654,18559591.5999483,929912.151657134,17736195.6084318,17736195.6084318,18559591.5999483,18559591.5999483,253697.264432676,14388078.8935668,18559591.5999483
"Indonesia",4181082.61944747,4181082.61944747,4181082.61944747,4181082.61944747,6949936.19730193,4181082.61944747,4181082.61944747,4181082.61944747,6037536.86974901,1149074.39940594,1149074.39940594,1149074.39940594,1756037.24266809,1756037.24266809,5843370.49563807,1742756.92808498,15348832.3477732,1742756.92808498,4181082.61944747,11727713.0699016,4308952.81904508,1756037.24266809,18461161.5695176,2327159.86389195,2327159.86389195,17739901.6343586,1149074.39940594,1149074.39940594,0,1756037.24266809,2814078.54258661,18074996.3639629,18559591.5999483,0,10698225.2177448,10698225.2177448,3448611.80057517,3448611.80057517,1528163.3434922,1742756.92808498,1756037.24266809,18074996.3639629,19378542.6044755,0,18074996.3639629,5843370.49563807,1742756.92808498,3180908.85780889,2327159.86389195,2327159.86389195,2327159.86389195,2327159.86389195,1756037.24266809,1756037.24266809,1742756.92808498,18535316.1327649,13280641.9739117,17201313.2904696,4181082.61944747,18657815.653241,7906804.70578089,12779896.7785847,4482530.89460117,3802077.15151979,15348832.3477732,1439186.02797653,11707927.0406778,1742756.92808498,3448611.80057517,14971883.8137294,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,4181082.61944747,1149074.39940594,3752404.09526953,18074996.3639629,1439186.02797653,1776153.53436979,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,17739901.6343586,0,4181082.61944747,4181082.61944747,4181082.61944747,0,4482530.89460117,4482530.89460117,0,1439186.02797653,1439186.02797653,3180908.85780889,7557738.02387538,7557738.02387538,15655730.4360147,18074996.3639629,1776153.53436979,17739901.6343586,4482530.89460117,7410944.70795957,4181082.61944747,2327159.86389195,3718413.50879677,8264619.26267563,0,5843370.49563807,1528163.3434922,4808240.14692869,1439186.02797653,2327159.86389195,2327159.86389195,0,4482530.89460117,1149074.39940594,2327159.86389195,0,19378542.6044755,1149074.39940594,1149074.39940594,0,0,18790318.9330999,4181082.61944747,0
"French Polynesia",12601197.440978,12601197.440978,12601197.440978,12601197.440978,12527517.6792337,12601197.440978,12601197.440978,12601197.440978,4725825.07857364,11840914.6280812,11840914.6280812,11840914.6280812,11762641.7234253,11762641.7234253,15867036.5492762,10322117.2355381,6842000.23056882,10322117.2355381,12601197.440978,15908061.3624094,10523200.4363642,11762641.7234253,10440623.625292,12571354.6362494,12571354.6362494,10311754.7667311,11840914.6280812,11840914.6280812,10698225.2177448,11762641.7234253,10752273.732764,9893261.02423755,10253179.4483836,10698225.2177448,0,0,7902775.56742258,7902775.56742258,9296283.02442567,10322117.2355381,11762641.7234253,9893261.02423755,9475543.18624389,10698225.2177448,9893261.02423755,15867036.5492762,10322117.2355381,13217617.1972201,12571354.6362494,12571354.6362494,12571354.6362494,12571354.6362494,11762641.7234253,11762641.7234253,10322117.2355381,8065677.52754135,15958234.6176589,9343952.11407996,12601197.440978,7964986.85933446,18372013.3119547,16442043.463934,14952230.4681685,14495452.2758125,6842000.23056882,12132031.172871,17476700.4732509,10322117.2355381,7902775.56742258,8271396.00171867,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,12601197.440978,11840914.6280812,8004313.48173859,9893261.02423755,12132031.172871,12065502.886915,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,10311754.7667311,10698225.2177448,12601197.440978,12601197.440978,12601197.440978,10698225.2177448,14952230.4681685,14952230.4681685,10698225.2177448,12132031.172871,12132031.172871,13217617.1972201,17830354.2443593,17830354.2443593,8452667.12722744,9893261.02423755,12065502.886915,10311754.7667311,14952230.4681685,18108171.4814765,12601197.440978,12571354.6362494,13812566.4553821,2469442.76600248,10698225.2177448,15867036.5492762,9296283.02442567,9655466.75037229,12132031.172871,12571354.6362494,12571354.6362494,10698225.2177448,14952230.4681685,11840914.6280812,12571354.6362494,10698225.2177448,9475543.18624389,11840914.6280812,11840914.6280812,10698225.2177448,10698225.2177448,10183350.0898983,12601197.440978,10698225.2177448
"French Polynesia",12601197.440978,12601197.440978,12601197.440978,12601197.440978,12527517.6792337,12601197.440978,12601197.440978,12601197.440978,4725825.07857364,11840914.6280812,11840914.6280812,11840914.6280812,11762641.7234253,11762641.7234253,15867036.5492762,10322117.2355381,6842000.23056882,10322117.2355381,12601197.440978,15908061.3624094,10523200.4363642,11762641.7234253,10440623.625292,12571354.6362494,12571354.6362494,10311754.7667311,11840914.6280812,11840914.6280812,10698225.2177448,11762641.7234253,10752273.732764,9893261.02423755,10253179.4483836,10698225.2177448,0,0,7902775.56742258,7902775.56742258,9296283.02442567,10322117.2355381,11762641.7234253,9893261.02423755,9475543.18624389,10698225.2177448,9893261.02423755,15867036.5492762,10322117.2355381,13217617.1972201,12571354.6362494,12571354.6362494,12571354.6362494,12571354.6362494,11762641.7234253,11762641.7234253,10322117.2355381,8065677.52754135,15958234.6176589,9343952.11407996,12601197.440978,7964986.85933446,18372013.3119547,16442043.463934,14952230.4681685,14495452.2758125,6842000.23056882,12132031.172871,17476700.4732509,10322117.2355381,7902775.56742258,8271396.00171867,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,12601197.440978,11840914.6280812,8004313.48173859,9893261.02423755,12132031.172871,12065502.886915,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,14952230.4681685,10311754.7667311,10698225.2177448,12601197.440978,12601197.440978,12601197.440978,10698225.2177448,14952230.4681685,14952230.4681685,10698225.2177448,12132031.172871,12132031.172871,13217617.1972201,17830354.2443593,17830354.2443593,8452667.12722744,9893261.02423755,12065502.886915,10311754.7667311,14952230.4681685,18108171.4814765,12601197.440978,12571354.6362494,13812566.4553821,2469442.76600248,10698225.2177448,15867036.5492762,9296283.02442567,9655466.75037229,12132031.172871,12571354.6362494,12571354.6362494,10698225.2177448,14952230.4681685,11840914.6280812,12571354.6362494,10698225.2177448,9475543.18624389,11840914.6280812,11840914.6280812,10698225.2177448,10698225.2177448,10183350.0898983,12601197.440978,10698225.2177448
"Australia",7447679.20338422,7447679.20338422,7447679.20338422,7447679.20338422,9954561.27465365,7447679.20338422,7447679.20338422,7447679.20338422,3290391.35341603,4369704.41217467,4369704.41217467,4369704.41217467,5156325.88333607,5156325.88333607,9222911.99229636,4417230.38083018,14359462.895624,4417230.38083018,7447679.20338422,15157394.7544428,6801195.43381686,5156325.88333607,18085723.6566843,5775726.55200637,5775726.55200637,15590193.6807075,4369704.41217467,4369704.41217467,3448611.80057517,5156325.88333607,5591723.60358988,17785677.9514595,17935742.8675421,3448611.80057517,7902775.56742258,7902775.56742258,0,0,1976546.78744083,4417230.38083018,5156325.88333607,17785677.9514595,17010863.7586234,3448611.80057517,17785677.9514595,9222911.99229636,4417230.38083018,6629517.36158168,5775726.55200637,5775726.55200637,5775726.55200637,5775726.55200637,5156325.88333607,5156325.88333607,4417230.38083018,15089093.4622316,15288390.4144529,14456869.7679126,7447679.20338422,15454364.2526055,10990355.3396514,14871485.5954312,7802484.3639622,6809913.12745426,14359462.895624,4737912.32949818,13966527.7896254,4417230.38083018,0,15186740.1812979,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,7447679.20338422,4369704.41217467,4447099.82045397,17785677.9514595,4737912.32949818,5222830.14253822,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,15590193.6807075,3448611.80057517,7447679.20338422,7447679.20338422,7447679.20338422,3448611.80057517,7802484.3639622,7802484.3639622,3448611.80057517,4737912.32949818,4737912.32949818,6629517.36158168,10014671.1217275,10014671.1217275,12725717.3869134,17785677.9514595,5222830.14253822,15590193.6807075,7802484.3639622,10278534.2712875,7447679.20338422,5775726.55200637,7159212.51280543,5783780.58787772,3448611.80057517,9222911.99229636,1976546.78744083,6820979.60524503,4737912.32949818,5775726.55200637,5775726.55200637,3448611.80057517,7802484.3639622,4369704.41217467,5775726.55200637,3448611.80057517,17010863.7586234,4369704.41217467,4369704.41217467,3448611.80057517,3448611.80057517,17758144.740738,7447679.20338422,3448611.80057517
"Australia",7447679.20338422,7447679.20338422,7447679.20338422,7447679.20338422,9954561.27465365,7447679.20338422,7447679.20338422,7447679.20338422,3290391.35341603,4369704.41217467,4369704.41217467,4369704.41217467,5156325.88333607,5156325.88333607,9222911.99229636,4417230.38083018,14359462.895624,4417230.38083018,7447679.20338422,15157394.7544428,6801195.43381686,5156325.88333607,18085723.6566843,5775726.55200637,5775726.55200637,15590193.6807075,4369704.41217467,4369704.41217467,3448611.80057517,5156325.88333607,5591723.60358988,17785677.9514595,17935742.8675421,3448611.80057517,7902775.56742258,7902775.56742258,0,0,1976546.78744083,4417230.38083018,5156325.88333607,17785677.9514595,17010863.7586234,3448611.80057517,17785677.9514595,9222911.99229636,4417230.38083018,6629517.36158168,5775726.55200637,5775726.55200637,5775726.55200637,5775726.55200637,5156325.88333607,5156325.88333607,4417230.38083018,15089093.4622316,15288390.4144529,14456869.7679126,7447679.20338422,15454364.2526055,10990355.3396514,14871485.5954312,7802484.3639622,6809913.12745426,14359462.895624,4737912.32949818,13966527.7896254,4417230.38083018,0,15186740.1812979,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,7447679.20338422,4369704.41217467,4447099.82045397,17785677.9514595,4737912.32949818,5222830.14253822,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,7802484.3639622,15590193.6807075,3448611.80057517,7447679.20338422,7447679.20338422,7447679.20338422,3448611.80057517,7802484.3639622,7802484.3639622,3448611.80057517,4737912.32949818,4737912.32949818,6629517.36158168,10014671.1217275,10014671.1217275,12725717.3869134,17785677.9514595,5222830.14253822,15590193.6807075,7802484.3639622,10278534.2712875,7447679.20338422,5775726.55200637,7159212.51280543,5783780.58787772,3448611.80057517,9222911.99229636,1976546.78744083,6820979.60524503,4737912.32949818,5775726.55200637,5775726.55200637,3448611.80057517,7802484.3639622,4369704.41217467,5775726.55200637,3448611.80057517,17010863.7586234,4369704.41217467,4369704.41217467,3448611.80057517,3448611.80057517,17758144.740738,7447679.20338422,3448611.80057517
"Timor",5484821.7739991,5484821.7739991,5484821.7739991,5484821.7739991,8087185.47952676,5484821.7739991,5484821.7739991,5484821.7739991,4582700.99686999,2589576.86089883,2589576.86089883,2589576.86089883,3184588.08870185,3184588.08870185,7371235.68004831,2530918.83901285,14831886.5503643,2530918.83901285,5484821.7739991,13244301.2071138,5078822.89367989,3184588.08870185,19460658.3183082,3836194.30669589,3836194.30669589,17307796.9460656,2589576.86089883,2589576.86089883,1528163.3434922,3184588.08870185,3730582.43086169,18525276.5146469,19324271.9057851,1528163.3434922,9296283.02442567,9296283.02442567,1976546.78744083,1976546.78744083,0,2530918.83901285,3184588.08870185,18525276.5146469,18771715.0637296,1528163.3434922,18525276.5146469,7371235.68004831,2530918.83901285,4686140.91939432,3836194.30669589,3836194.30669589,3836194.30669589,3836194.30669589,3184588.08870185,3184588.08870185,2530918.83901285,17014929.4397857,14519536.2181519,16307546.4803869,5484821.7739991,17219194.0971234,9380242.65476823,14028712.5697521,6000289.00366719,5211835.08800018,14831886.5503643,2927219.13076458,12981510.798258,2530918.83901285,1976546.78744083,14999484.1071218,6000289.00366719,6000289.00366719,6000289.00366719,6000289.00366719,5484821.7739991,2589576.86089883,3428684.6313714,18525276.5146469,2927219.13076458,3274976.15250861,6000289.00366719,6000289.00366719,6000289.00366719,6000289.00366719,6000289.00366719,6000289.00366719,17307796.9460656,1528163.3434922,5484821.7739991,5484821.7739991,5484821.7739991,1528163.3434922,6000289.00366719,6000289.00366719,1528163.3434922,2927219.13076458,2927219.13076458,4686140.91939432,8820814.02239181,8820814.02239181,14596766.0821091,18525276.5146469,3274976.15250861,17307796.9460656,6000289.00366719,8815715.90361646,5484821.7739991,3836194.30669589,5238358.82715958,6922125.46700094,1528163.3434922,7371235.68004831,0,5303924.64454181,2927219.13076458,3836194.30669589,3836194.30669589,1528163.3434922,6000289.00366719,2589576.86089883,3836194.30669589,1528163.3434922,18771715.0637296,2589576.86089883,2589576.86089883,1528163.3434922,1528163.3434922,19420415.982547,5484821.7739991,1528163.3434922
"Philippines",3096480.44528784,3096480.44528784,3096480.44528784,3096480.44528784,5560298.44699466,3096480.44528784,3096480.44528784,3096480.44528784,6079441.05510627,2354725.54235322,2354725.54235322,2354725.54235322,1466992.84953744,1466992.84953744,5707212.71667098,0,13730517.3184943,0,3096480.44528784,11121268.5596555,2620786.91851879,1466992.84953744,17116786.4116098,2264646.59055604,2264646.59055604,19335840.0095175,2354725.54235322,2354725.54235322,1742756.92808498,1466992.84953744,1200488.05501472,16445714.4524601,17124109.9963161,1742756.92808498,10322117.2355381,10322117.2355381,4417230.38083018,4417230.38083018,2530918.83901285,0,1466992.84953744,16445714.4524601,17682464.1407423,1742756.92808498,16445714.4524601,5707212.71667098,0,2914546.91055817,2264646.59055604,2264646.59055604,2264646.59055604,2264646.59055604,1466992.84953744,1466992.84953744,0,18155769.2889236,13784565.661572,18834577.0587228,3096480.44528784,17512596.2667918,8107734.90852304,13301284.0088776,4630752.91322594,4519393.62191589,13730517.3184943,2378952.24182681,12249148.114004,0,4417230.38083018,13232391.660407,4630752.91322594,4630752.91322594,4630752.91322594,4630752.91322594,3096480.44528784,2354725.54235322,2495544.43923439,16445714.4524601,2378952.24182681,1822715.58799878,4630752.91322594,4630752.91322594,4630752.91322594,4630752.91322594,4630752.91322594,4630752.91322594,19335840.0095175,1742756.92808498,3096480.44528784,3096480.44528784,3096480.44528784,1742756.92808498,4630752.91322594,4630752.91322594,1742756.92808498,2378952.24182681,2378952.24182681,2914546.91055817,8328792.14017037,8328792.14017037,17125673.1000013,16445714.4524601,1822715.58799878,19335840.0095175,4630752.91322594,7873182.83681078,3096480.44528784,2264646.59055604,3520541.98326891,7865035.36777972,1742756.92808498,5707212.71667098,2530918.83901285,3065570.26733789,2378952.24182681,2264646.59055604,2264646.59055604,1742756.92808498,4630752.91322594,2354725.54235322,2264646.59055604,1742756.92808498,17682464.1407423,2354725.54235322,2354725.54235322,1742756.92808498,1742756.92808498,17376714.2331703,3096480.44528784,1742756.92808498
"Viet Nam",2449615.78546478,2449615.78546478,2449615.78546478,2449615.78546478,5274447.9718888,2449615.78546478,2449615.78546478,2449615.78546478,7365256.73516617,1488493.87190405,1488493.87190405,1488493.87190405,0,0,4372686.68744927,1466992.84953744,14664175.7613245,1466992.84953744,2449615.78546478,10085926.5623671,3105824.642409,0,16709672.7444511,808761.542839056,808761.542839056,17898568.2140711,1488493.87190405,1488493.87190405,1756037.24266809,0,1708245.63609016,16390313.1193269,16803559.4892181,1756037.24266809,11762641.7234253,11762641.7234253,5156325.88333607,5156325.88333607,3184588.08870185,1466992.84953744,0,16390313.1193269,17670794.8202496,1756037.24266809,16390313.1193269,4372686.68744927,1466992.84953744,1566920.24545396,808761.542839056,808761.542839056,808761.542839056,808761.542839056,0,0,1466992.84953744,19365997.7216168,12344973.8102393,18281502.7869089,2449615.78546478,18483015.496377,6692993.33526079,11856046.5927468,3193812.48550172,3080590.50962752,14664175.7613245,1290295.51368974,10796289.9256091,1466992.84953744,5156325.88333607,13814058.6039982,3193812.48550172,3193812.48550172,3193812.48550172,3193812.48550172,2449615.78546478,1488493.87190405,3945867.42580057,16390313.1193269,1290295.51368974,392473.658799857,3193812.48550172,3193812.48550172,3193812.48550172,3193812.48550172,3193812.48550172,3193812.48550172,17898568.2140711,1756037.24266809,2449615.78546478,2449615.78546478,2449615.78546478,1756037.24266809,3193812.48550172,3193812.48550172,1756037.24266809,1290295.51368974,1290295.51368974,1566920.24545396,6867142.02831367,6867142.02831367,17191313.6191567,16390313.1193269,392473.658799857,17898568.2140711,3193812.48550172,6413796.11478887,2449615.78546478,808761.542839056,2164955.76567152,9296622.56224015,1756037.24266809,4372686.68744927,3184588.08870185,3863628.37870531,1290295.51368974,808761.542839056,808761.542839056,1756037.24266809,3193812.48550172,1488493.87190405,808761.542839056,1756037.24266809,17670794.8202496,1488493.87190405,1488493.87190405,1756037.24266809,1756037.24266809,17036315.0666567,2449615.78546478,1756037.24266809
"Puerto Rico",13940699.1682433,13940699.1682433,13940699.1682433,13940699.1682433,11135393.3422599,13940699.1682433,13940699.1682433,13940699.1682433,14570066.4145952,17603616.2981798,17603616.2981798,17603616.2981798,16390313.1193269,16390313.1193269,12862586.2981642,16445714.4524601,3778560.50467048,16445714.4524601,13940699.1682433,6945699.06514097,13826667.9360771,16390313.1193269,937808.381551957,15998699.8293839,15998699.8293839,3934055.18065764,17603616.2981798,17603616.2981798,18074996.3639629,16390313.1193269,15295627.0729291,0,811721.448683826,18074996.3639629,9893261.02423755,9893261.02423755,17785677.9514595,17785677.9514595,18525276.5146469,16445714.4524601,16390313.1193269,0,1305092.78083009,18074996.3639629,0,12862586.2981642,16445714.4524601,15178847.8835713,15998699.8293839,15998699.8293839,15998699.8293839,15998699.8293839,16390313.1193269,16390313.1193269,16445714.4524601,3169909.6526439,6701582.49245484,4693265.06211357,13940699.1682433,2556029.81531919,11268394.9657542,7167250.99859501,14311254.6306172,15420670.7948377,3778560.50467048,17230129.8093156,8156740.22137875,16445714.4524601,17785677.9514595,3529021.47783819,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,13940699.1682433,17603616.2981798,15106937.9318928,0,17230129.8093156,16477739.4297486,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,14311254.6306172,3934055.18065764,18074996.3639629,13940699.1682433,13940699.1682433,13940699.1682433,18074996.3639629,14311254.6306172,14311254.6306172,18074996.3639629,17230129.8093156,17230129.8093156,15178847.8835713,12220584.5295442,12220584.5295442,6276806.31467758,0,16477739.4297486,3934055.18065764,14311254.6306172,11994271.5592413,13940699.1682433,15998699.8293839,14741833.5709382,12098282.0776362,18074996.3639629,12862586.2981642,18525276.5146469,13441324.436157,17230129.8093156,15998699.8293839,15998699.8293839,18074996.3639629,14311254.6306172,17603616.2981798,15998699.8293839,18074996.3639629,1305092.78083009,17603616.2981798,17603616.2981798,18074996.3639629,18074996.3639629,1014052.54629632,13940699.1682433,18074996.3639629
"Venezuela",15226287.78294,15226287.78294,15226287.78294,15226287.78294,12437287.2492765,15226287.78294,15226287.78294,15226287.78294,14190238.966528,18654448.2518366,18654448.2518366,18654448.2518366,17670794.8202496,17670794.8202496,13804594.4713231,17682464.1407423,4290826.87988979,17682464.1407423,15226287.78294,7870576.81488046,15086180.0073348,17670794.8202496,1075888.82374075,17191493.388118,17191493.388118,2800572.76090729,18654448.2518366,18654448.2518366,19378542.6044755,17670794.8202496,16573998.5145445,1305092.78083009,929912.151657134,19378542.6044755,9475543.18624389,9475543.18624389,17010863.7586234,17010863.7586234,18771715.0637296,17682464.1407423,17670794.8202496,1305092.78083009,0,19378542.6044755,1305092.78083009,13804594.4713231,17682464.1407423,16344532.7173676,17191493.388118,17191493.388118,17191493.388118,17191493.388118,17670794.8202496,17670794.8202496,17682464.1407423,1963382.27963156,6740887.89102852,3420599.96398795,15226287.78294,1579035.87846122,11897015.2512705,7236526.3000769,15214951.9281589,16078481.8041955,4290826.87988979,18290230.2410327,8293692.68616648,17682464.1407423,17010863.7586234,4500715.61464292,15214951.9281589,15214951.9281589,15214951.9281589,15214951.9281589,15226287.78294,18654448.2518366,15920995.778134,1305092.78083009,18290230.2410327,17711905.0524301,15214951.9281589,15214951.9281589,15214951.9281589,15214951.9281589,15214951.9281589,15214951.9281589,2800572.76090729,19378542.6044755,15226287.78294,15226287.78294,15226287.78294,19378542.6044755,15214951.9281589,15214951.9281589,19378542.6044755,18290230.2410327,18290230.2410327,16344532.7173676,12459144.1193802,12459144.1193802,4973547.858402,1305092.78083009,17711905.0524301,2800572.76090729,15214951.9281589,12479283.9969275,15226287.78294,17191493.388118,15847442.2026245,11858413.2553715,19378542.6044755,13804594.4713231,18771715.0637296,14625787.27999,18290230.2410327,17191493.388118,17191493.388118,19378542.6044755,15214951.9281589,18654448.2518366,17191493.388118,19378542.6044755,0,18654448.2518366,18654448.2518366,19378542.6044755,19378542.6044755,756157.454342306,15226287.78294,19378542.6044755
"Indonesia",4181082.61944747,4181082.61944747,4181082.61944747,4181082.61944747,6949936.19730193,4181082.61944747,4181082.61944747,4181082.61944747,6037536.86974901,1149074.39940594,1149074.39940594,1149074.39940594,1756037.24266809,1756037.24266809,5843370.49563807,1742756.92808498,15348832.3477732,1742756.92808498,4181082.61944747,11727713.0699016,4308952.81904508,1756037.24266809,18461161.5695176,2327159.86389195,2327159.86389195,17739901.6343586,1149074.39940594,1149074.39940594,0,1756037.24266809,2814078.54258661,18074996.3639629,18559591.5999483,0,10698225.2177448,10698225.2177448,3448611.80057517,3448611.80057517,1528163.3434922,1742756.92808498,1756037.24266809,18074996.3639629,19378542.6044755,0,18074996.3639629,5843370.49563807,1742756.92808498,3180908.85780889,2327159.86389195,2327159.86389195,2327159.86389195,2327159.86389195,1756037.24266809,1756037.24266809,1742756.92808498,18535316.1327649,13280641.9739117,17201313.2904696,4181082.61944747,18657815.653241,7906804.70578089,12779896.7785847,4482530.89460117,3802077.15151979,15348832.3477732,1439186.02797653,11707927.0406778,1742756.92808498,3448611.80057517,14971883.8137294,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,4181082.61944747,1149074.39940594,3752404.09526953,18074996.3639629,1439186.02797653,1776153.53436979,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,4482530.89460117,17739901.6343586,0,4181082.61944747,4181082.61944747,4181082.61944747,0,4482530.89460117,4482530.89460117,0,1439186.02797653,1439186.02797653,3180908.85780889,7557738.02387538,7557738.02387538,15655730.4360147,18074996.3639629,1776153.53436979,17739901.6343586,4482530.89460117,7410944.70795957,4181082.61944747,2327159.86389195,3718413.50879677,8264619.26267563,0,5843370.49563807,1528163.3434922,4808240.14692869,1439186.02797653,2327159.86389195,2327159.86389195,0,4482530.89460117,1149074.39940594,2327159.86389195,0,19378542.6044755,1149074.39940594,1149074.39940594,0,0,18790318.9330999,4181082.61944747,0
