"","Cambodia","Viet Nam","India","China","China","China","China","China","Brazil","Myanmar","Thailand","United States","Viet Nam","Malaysia","Angola","India","Myanmar","French Polynesia","India","Philippines","Thailand","South Korea","Viet Nam","Japan","India","Argentina","Viet Nam","Viet Nam","Cambodia","Brazil","Burkina Faso","India","Puerto Rico","India","Peru","Philippines","Philippines","Philippines","India","Cuba","China","India","India","Cambodia","China","India","India","India","Puerto Rico","Thailand","Singapore","Viet Nam","Malaysia","Puerto Rico","Nigeria","Senegal","Senegal","Malaysia","Thailand","Viet Nam","Indonesia","Puerto Rico","Nicaragua","India","China","Philippines","Indonesia","Pakistan","India","Indonesia","Puerto Rico","Sri Lanka","China","Puerto Rico","Brazil","Singapore","Pakistan","China","Malaysia","Haiti","Colombia","India","India"
"Thailand",5.18711164702409,7.50656566308641,22.5303983984311,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,155.853049928288,7.86914281031994,0,197.846718966653,7.50656566308641,11.7009312007604,87.4164917366963,22.5303983984311,7.86914281031994,252.636970459651,22.5303983984311,20.9955162978979,0,33.4421575426704,7.50656566308641,42.4480848447837,22.5303983984311,173.329676646222,7.50656566308641,7.50656566308641,5.18711164702409,155.853049928288,102.618417636,22.5303983984311,167.599177363666,22.5303983984311,177.782765039422,20.9955162978979,20.9955162978979,20.9955162978979,22.5303983984311,178.863022079872,20.2465670336262,22.5303983984311,22.5303983984311,5.18711164702409,20.2465670336262,22.5303983984311,22.5303983984311,22.5303983984311,167.599177363666,0,14.7906876169983,7.50656566308641,11.7009312007604,167.599177363666,92.5664875884074,115.453062950021,115.453062950021,11.7009312007604,0,7.50656566308641,21.0875796893348,167.599177363666,186.224010442693,22.5303983984311,20.2465670336262,20.9955162978979,21.0875796893348,34.8132577921709,22.5303983984311,21.0875796893348,167.599177363666,21.7446578507462,20.2465670336262,167.599177363666,155.853049928288,14.7906876169983,34.8132577921709,20.2465670336262,11.7009312007604,173.305504490566,175.653667863881,22.5303983984311,22.5303983984311
"United States",202.196664420302,205.286205023229,175.453017455687,199.912063217574,199.912063217574,199.912063217574,199.912063217574,199.912063217574,67.4658102207841,192.268574299079,197.846718966653,0,205.286205023229,200.40430000647,123.426753248953,175.453017455687,192.268574299079,76.6993572962553,175.453017455687,218.830309558913,197.846718966653,223.482941372625,205.286205023229,233.967490370152,175.453017455687,82.0449523203806,205.286205023229,205.286205023229,202.196664420302,67.4658102207841,97.375993944203,175.453017455687,34.7014210390614,175.453017455687,50.6976721327022,218.830309558913,218.830309558913,218.830309558913,175.453017455687,23.7470922121734,199.912063217574,175.453017455687,175.453017455687,202.196664420302,199.912063217574,175.453017455687,175.453017455687,175.453017455687,34.7014210390614,197.846718966653,202.707979640204,205.286205023229,200.40430000647,34.7014210390614,108.080299695691,84.3428120674178,84.3428120674178,200.40430000647,197.846718966653,205.286205023229,213.029019180737,34.7014210390614,26.4047539638077,175.453017455687,199.912063217574,218.830309558913,213.029019180737,165.19453929228,175.453017455687,213.029019180737,34.7014210390614,178.88680514844,199.912063217574,34.7014210390614,67.4658102207841,202.707979640204,165.19453929228,199.912063217574,200.40430000647,29.6168209701478,38.9375869787247,175.453017455687,175.453017455687
"Viet Nam",3.60934012580153,0,30.0339845635467,22.1821227184438,22.1821227184438,22.1821227184438,22.1821227184438,22.1821227184438,162.681734337513,14.6136624691839,7.50656566308641,205.286205023229,0,11.6913647842794,93.8662758924716,30.0339845635467,14.6136624691839,259.631219877114,30.0339845635467,13.5481807323616,7.50656566308641,29.2787811399009,0,37.2694452806267,30.0339845635467,179.724978082207,0,0,3.60934012580153,162.681734337513,109.853869277597,30.0339845635467,174.916882769298,30.0339845635467,184.760842630488,13.5481807323616,13.5481807323616,13.5481807323616,30.0339845635467,186.207997655137,22.1821227184438,30.0339845635467,30.0339845635467,3.60934012580153,22.1821227184438,30.0339845635467,30.0339845635467,30.0339845635467,174.916882769298,7.50656566308641,13.4653869333135,0,11.6913647842794,174.916882769298,99.7261584369904,122.730346417928,122.730346417928,11.6913647842794,7.50656566308641,0,15.8841863797043,174.916882769298,193.488105339795,30.0339845635467,22.1821227184438,13.5481807323616,15.8841863797043,42.2131671142654,30.0339845635467,15.8841863797043,174.916882769298,28.192280932101,22.1821227184438,174.916882769298,162.681734337513,13.4653869333135,42.2131671142654,22.1821227184438,11.6913647842794,180.629237866864,182.82087286842,30.0339845635467,30.0339845635467
"Malaysia",8.88260639884679,11.6913647842794,28.2489320911251,31.7289095929743,31.7289095929743,31.7289095929743,31.7289095929743,31.7289095929743,155.002477359081,18.7010967174771,11.7009312007604,200.40430000647,11.6913647842794,0,85.502585023715,28.2489320911251,18.7010967174771,252.333902006801,28.2489320911251,21.6131074309358,11.7009312007604,40.8644202632665,11.6913647842794,48.3701352550576,28.2489320911251,170.990879670623,11.6913647842794,11.6913647842794,8.88260639884679,155.002477359081,103.848115381367,28.2489320911251,169.147147711361,28.2489320911251,177.497484887776,21.6131074309358,21.6131074309358,21.6131074309358,28.2489320911251,180.588579745362,31.7289095929743,28.2489320911251,28.2489320911251,8.88260639884679,31.7289095929743,28.2489320911251,28.2489320911251,28.2489320911251,169.147147711361,11.7009312007604,3.40162467678329,11.6913647842794,0,169.147147711361,93.4275810777221,116.881690828586,116.881690828586,0,11.7009312007604,11.6913647842794,12.9496724924919,169.147147711361,187.382980724223,28.2489320911251,31.7289095929743,21.6131074309358,12.9496724924919,41.8253274303868,28.2489320911251,12.9496724924919,169.147147711361,21.5179627371613,31.7289095929743,169.147147711361,155.002477359081,3.40162467678329,41.8253274303868,31.7289095929743,0,174.885013229083,176.273467395667,28.2489320911251,28.2489320911251
"Angola",90.3012756874642,93.8662758924716,68.8685312206339,98.3181382953319,98.3181382953319,98.3181382953319,98.3181382953319,98.3181382953319,69.8650028981552,84.8155334156258,87.4164917366963,123.426753248953,93.8662758924716,85.502585023715,0,68.8685312206339,84.8155334156258,167.406077566005,68.8685312206339,106.654580913899,87.4164917366963,119.565352617273,93.8662758924716,129.37768401984,68.8685312206339,85.9143795754035,93.8662758924716,93.8662758924716,90.3012756874642,69.8650028981552,30.4502797340357,68.8685312206339,89.4422562373899,68.8685312206339,92.9108423612075,106.654580913899,106.654580913899,106.654580913899,68.8685312206339,101.097868019541,98.3181382953319,68.8685312206339,68.8685312206339,90.3012756874642,98.3181382953319,68.8685312206339,68.8685312206339,68.8685312206339,89.4422562373899,87.4164917366963,86.858094181321,93.8662758924716,85.502585023715,89.4422562373899,22.2729233576911,41.2974715281535,41.2974715281535,85.502585023715,87.4164917366963,93.8662758924716,96.610299576026,89.4422562373899,105.853626761227,68.8685312206339,98.3181382953319,106.654580913899,96.610299576026,66.1665971604904,68.8685312206339,96.610299576026,89.4422562373899,65.7269440018674,98.3181382953319,89.4422562373899,69.8650028981552,86.858094181321,66.1665971604904,98.3181382953319,85.502585023715,95.074321703355,93.5111704095398,68.8685312206339,68.8685312206339
"India",27.2380243214319,30.0339845635467,0,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,135.442784732104,17.0444814473543,22.5303983984311,175.453017455687,30.0339845635467,28.2489320911251,68.8685312206339,0,17.0444814473543,231.554713881783,0,43.5005594952311,22.5303983984311,51.1503210878201,30.0339845635467,61.3108229403385,0,154.308401917033,30.0339845635467,30.0339845635467,27.2380243214319,135.442784732104,80.9567949109951,0,145.572369194648,0,156.832076455943,43.5005594952311,43.5005594952311,43.5005594952311,0,156.746794510866,29.492219402613,0,0,27.2380243214319,29.492219402613,0,0,0,145.572369194648,22.5303983984311,31.4341767926112,30.0339845635467,28.2489320911251,145.572369194648,71.2240551150019,93.613952508879,93.613952508879,28.2489320911251,22.5303983984311,30.0339845635467,40.9795552958727,145.572369194648,164.351911505013,0,29.492219402613,43.5005594952311,40.9795552958727,13.717937409081,0,40.9795552958727,145.572369194648,12.8486033602796,29.492219402613,145.572369194648,135.442784732104,31.4341767926112,13.717937409081,29.492219402613,28.2489320911251,151.256797327076,154.095501301547,0,0
"Myanmar",13.002448304988,14.6136624691839,17.0444814473543,16.1976344036915,16.1976344036915,16.1976344036915,16.1976344036915,16.1976344036915,152.235923334846,0,7.86914281031994,192.268574299079,14.6136624691839,18.7010967174771,84.8155334156258,17.0444814473543,0,248.537225083231,17.0444814473543,27.3537872441797,7.86914281031994,34.7519710563013,14.6136624691839,44.6452254445434,17.0444814473543,170.597238977348,14.6136624691839,14.6136624691839,13.002448304988,152.235923334846,97.9966192770956,17.0444814473543,162.588123781541,17.0444814473543,173.77779161216,27.3537872441797,27.3537872441797,27.3537872441797,17.0444814473543,173.737588807665,16.1976344036915,17.0444814473543,17.0444814473543,13.002448304988,16.1976344036915,17.0444814473543,17.0444814473543,17.0444814473543,162.588123781541,7.86914281031994,22.016450604902,14.6136624691839,18.7010967174771,162.588123781541,88.2192570992926,110.657306801139,110.657306801139,18.7010967174771,7.86914281031994,14.6136624691839,28.9532978608763,162.588123781541,181.389148496726,17.0444814473543,16.1976344036915,27.3537872441797,28.9532978608763,27.9230037121038,17.0444814473543,28.9532978608763,162.588123781541,20.6825958370128,16.1976344036915,162.588123781541,152.235923334846,22.016450604902,27.9230037121038,16.1976344036915,18.7010967174771,168.266963190624,171.134595611556,17.0444814473543,17.0444814473543
"French Polynesia",256.189440042092,259.631219877114,231.554713881783,259.192549779393,259.192549779393,259.192549779393,259.192549779393,259.192549779393,97.5424079301491,248.537225083231,252.636970459651,76.6993572962553,259.631219877114,252.333902006801,167.406077566005,231.554713881783,248.537225083231,0,231.554713881783,272.89730597642,252.636970459651,282.306422267277,259.631219877114,292.66309641549,231.554713881783,88.2606926037592,259.631219877114,259.631219877114,256.189440042092,97.5424079301491,150.84200064726,231.554713881783,90.2632599146533,231.554713881783,74.8745615639258,272.89730597642,272.89730597642,272.89730597642,231.554713881783,81.6516686069794,259.192549779393,231.554713881783,231.554713881783,256.189440042092,259.192549779393,231.554713881783,231.554713881783,231.554713881783,90.2632599146533,252.636970459651,253.940861856062,259.631219877114,252.333902006801,90.2632599146533,160.331367626692,138.737451589763,138.737451589763,252.333902006801,252.636970459651,259.631219877114,263.869310438003,90.2632599146533,71.0956898482177,231.554713881783,259.192549779393,272.89730597642,263.869310438003,223.968097385033,231.554713881783,263.869310438003,90.2632599146533,231.592641713132,259.192549779393,90.2632599146533,97.5424079301491,253.940861856062,223.968097385033,259.192549779393,252.333902006801,85.387564094155,78.335995160668,231.554713881783,231.554713881783
"India",27.2380243214319,30.0339845635467,0,29.492219402613,29.492219402613,29.492219402613,29.492219402613,29.492219402613,135.442784732104,17.0444814473543,22.5303983984311,175.453017455687,30.0339845635467,28.2489320911251,68.8685312206339,0,17.0444814473543,231.554713881783,0,43.5005594952311,22.5303983984311,51.1503210878201,30.0339845635467,61.3108229403385,0,154.308401917033,30.0339845635467,30.0339845635467,27.2380243214319,135.442784732104,80.9567949109951,0,145.572369194648,0,156.832076455943,43.5005594952311,43.5005594952311,43.5005594952311,0,156.746794510866,29.492219402613,0,0,27.2380243214319,29.492219402613,0,0,0,145.572369194648,22.5303983984311,31.4341767926112,30.0339845635467,28.2489320911251,145.572369194648,71.2240551150019,93.613952508879,93.613952508879,28.2489320911251,22.5303983984311,30.0339845635467,40.9795552958727,145.572369194648,164.351911505013,0,29.492219402613,43.5005594952311,40.9795552958727,13.717937409081,0,40.9795552958727,145.572369194648,12.8486033602796,29.492219402613,145.572369194648,135.442784732104,31.4341767926112,13.717937409081,29.492219402613,28.2489320911251,151.256797327076,154.095501301547,0,0
"Philippines",16.7859918963605,13.5481807323616,43.5005594952311,28.9340180635895,28.9340180635895,28.9340180635895,28.9340180635895,28.9340180635895,175.802884191699,27.3537872441797,20.9955162978979,218.830309558913,13.5481807323616,21.6131074309358,106.654580913899,43.5005594952311,27.3537872441797,272.89730597642,43.5005594952311,0,20.9955162978979,23.7950699170295,13.5481807323616,28.5589706725445,43.5005594952311,192.356358127783,13.5481807323616,13.5481807323616,16.7859918963605,175.802884191699,123.337277708885,43.5005594952311,188.439875053748,43.5005594952311,198.022847581101,0,0,0,43.5005594952311,199.742224498225,28.9340180635895,43.5005594952311,43.5005594952311,16.7859918963605,28.9340180635895,43.5005594952311,43.5005594952311,43.5005594952311,188.439875053748,20.9955162978979,21.3363317662574,13.5481807323616,21.6131074309358,188.439875053748,113.162483544578,136.235983587428,136.235983587428,21.6131074309358,20.9955162978979,13.5481807323616,15.7640791638496,188.439875053748,206.981246494327,43.5005594952311,28.9340180635895,0,15.7640791638496,55.2710202495648,43.5005594952311,15.7640791638496,188.439875053748,41.3067640874626,28.9340180635895,188.439875053748,175.802884191699,21.3363317662574,55.2710202495648,28.9340180635895,21.6131074309358,194.154813183858,196.247321839046,43.5005594952311,43.5005594952311
"Thailand",5.18711164702409,7.50656566308641,22.5303983984311,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,20.2465670336262,155.853049928288,7.86914281031994,0,197.846718966653,7.50656566308641,11.7009312007604,87.4164917366963,22.5303983984311,7.86914281031994,252.636970459651,22.5303983984311,20.9955162978979,0,33.4421575426704,7.50656566308641,42.4480848447837,22.5303983984311,173.329676646222,7.50656566308641,7.50656566308641,5.18711164702409,155.853049928288,102.618417636,22.5303983984311,167.599177363666,22.5303983984311,177.782765039422,20.9955162978979,20.9955162978979,20.9955162978979,22.5303983984311,178.863022079872,20.2465670336262,22.5303983984311,22.5303983984311,5.18711164702409,20.2465670336262,22.5303983984311,22.5303983984311,22.5303983984311,167.599177363666,0,14.7906876169983,7.50656566308641,11.7009312007604,167.599177363666,92.5664875884074,115.453062950021,115.453062950021,11.7009312007604,0,7.50656566308641,21.0875796893348,167.599177363666,186.224010442693,22.5303983984311,20.2465670336262,20.9955162978979,21.0875796893348,34.8132577921709,22.5303983984311,21.0875796893348,167.599177363666,21.7446578507462,20.2465670336262,167.599177363666,155.853049928288,14.7906876169983,34.8132577921709,20.2465670336262,11.7009312007604,173.305504490566,175.653667863881,22.5303983984311,22.5303983984311
"South Korea",32.6128335740359,29.2787811399009,51.1503210878201,23.5715700741175,23.5715700741175,23.5715700741175,23.5715700741175,23.5715700741175,186.557186782798,34.7519710563013,33.4421575426704,223.482941372625,29.2787811399009,40.8644202632665,119.565352617273,51.1503210878201,34.7519710563013,282.306422267277,51.1503210878201,23.7950699170295,33.4421575426704,0,29.2787811399009,10.4902090897414,51.1503210878201,205.308829147142,29.2787811399009,29.2787811399009,32.6128335740359,186.557186782798,131.476638322544,51.1503210878201,195.160186329796,51.1503210878201,207.736309406232,23.7950699170295,23.7950699170295,23.7950699170295,51.1503210878201,206.050901205386,23.5715700741175,51.1503210878201,51.1503210878201,32.6128335740359,23.5715700741175,51.1503210878201,51.1503210878201,51.1503210878201,195.160186329796,33.4421575426704,42.0423302575591,29.2787811399009,40.8644202632665,195.160186329796,122.07555529704,143.821862335041,143.821862335041,40.8644202632665,33.4421575426704,29.2787811399009,39.2220940097931,195.160186329796,214.21703590735,51.1503210878201,23.5715700741175,23.7950699170295,39.2220940097931,58.6831770134826,51.1503210878201,39.2220940097931,195.160186329796,54.7219000589694,23.5715700741175,195.160186329796,186.557186782798,42.0423302575591,58.6831770134826,23.5715700741175,40.8644202632665,200.767788555913,204.479739243044,51.1503210878201,51.1503210878201
